code,name,r,g,b,type
#6d615e,Pantone 411 C — Pantone,109,97,94,Осень
#3d3028,Pantone 412 — Pantone,61,48,40,Осень
#514844,Pantone 412 C — Pantone,81,72,68,Осень
#777263,Pantone 417 — Pantone,119,114,99,Осень
#797970,Pantone 417 C — Pantone,121,121,112,Осень
#605e4f,Pantone 418 — Pantone,96,94,79,Осень
#68685f,Pantone 418 C — Pantone,104,104,95,Осень
#282821,Pantone 419 — Pantone,40,40,33,Осень
#4a4845,Pantone 419 C — Pantone,74,72,69,Осень
#827f77,Pantone 424 — Pantone,130,127,119,Осень
#60605b,Pantone 425 — Pantone,96,96,91,Осень
#2b2b28,Pantone 426 — Pantone,43,43,40,Осень
#474343,Pantone 426 C — Pantone,71,67,67,Осень
#8c706b,Pantone 437 — Pantone,140,112,107,Осень
#593f3d,Pantone 438 — Pantone,89,63,61,Осень
#493533,Pantone 439 — Pantone,73,53,51,Осень
#3f302b,Pantone 440 — Pantone,63,48,43,Осень
#534d49,Pantone 440 C — Pantone,83,77,73,Осень
#494c49,Pantone 446 — Pantone,73,76,73,Осень
#585958,Pantone 446 C — Pantone,88,89,88,Осень
#3f3f38,Pantone 447 — Pantone,63,63,56,Осень
#4f4f4c,Pantone 447 C — Pantone,79,79,76,Осень
#54472d,Pantone 448 — Pantone,84,71,45,Осень
#635d49,Pantone 448 C — Pantone,99,93,73,Осень
#726345,Pantone 4485 C — Pantone,114,99,69,Осень
#676147,Pantone 449 C — Pantone,103,97,71,Осень
#907c49,Pantone 4495 C — Pantone,144,124,73,Осень
#6b6646,Pantone 450 C — Pantone,107,102,70,Осень
#a09151,Pantone 4505 — Pantone,160,145,81,Осень
#756842,Pantone 455 C — Pantone,117,104,66,Осень
#605041,Pantone 4625 C — Pantone,96,80,65,Осень
#7d6545,Pantone 463 C — Pantone,125,101,69,Осень
#97684c,Pantone 4635 C — Pantone,151,104,76,Осень
#705643,Pantone 469 C — Pantone,112,86,67,Осень
#684d41,Pantone 4695 C — Pantone,104,77,65,Осень
#8b6557,Pantone 4705 C — Pantone,139,101,87,Осень
#99705b,Pantone 4715 — Pantone,153,112,91,Осень
#655144,Pantone 476 C — Pantone,101,81,68,Осень
#6c4f41,Pantone 477 C — Pantone,108,79,65,Осень
#7c5345,Pantone 483 C — Pantone,124,83,69,Осень
#6d5147,Pantone 490 C — Pantone,109,81,71,Осень
#82534a,Pantone 491 C — Pantone,130,83,74,Осень
#985854,Pantone 492 C — Pantone,152,88,84,Осень
#6d554f,Pantone 497 C — Pantone,109,85,79,Осень
#5f4e43,Pantone 4975 C — Pantone,95,78,67,Осень
#7b5750,Pantone 498 C — Pantone,123,87,80,Осень
#844949,Pantone 4985 — Pantone,132,73,73,Осень
#865a52,Pantone 499 C — Pantone,134,90,82,Осень
#6a4e45,Pantone 504 C — Pantone,106,78,69,Осень
#7d504e,Pantone 505 C — Pantone,125,80,78,Осень
#4b544f,Pantone 5467 C — Pantone,75,84,79,Осень
#3a564f,Pantone 5477 — Pantone,58,86,79,Осень
#596e6a,Pantone 5477 C — Pantone,89,110,106,Осень
#667c72,Pantone 5487 — Pantone,102,124,114,Осень
#6f8682,Pantone 5487 C — Pantone,111,134,130,Осень
#234435,Pantone 553 — Pantone,35,68,53,Осень
#4e5c4d,Pantone 553 C — Pantone,78,92,77,Осень
#213d30,Pantone 5535 — Pantone,33,61,48,Осень
#475350,Pantone 5535 C — Pantone,71,83,80,Осень
#4f725b,Pantone 554 C — Pantone,79,114,91,Осень
#4f6d5e,Pantone 5545 — Pantone,79,109,94,Осень
#60776e,Pantone 5545 C — Pantone,96,119,110,Осень
#497a5f,Pantone 555 C — Pantone,73,122,95,Осень
#2b4c3f,Pantone 560 — Pantone,43,76,63,Осень
#4a5e59,Pantone 560 C — Pantone,74,94,89,Осень
#233a2d,Pantone 5605 — Pantone,35,58,45,Осень
#4d5346,Pantone 5605 C — Pantone,77,83,70,Осень
#456f67,Pantone 561 C — Pantone,69,111,103,Осень
#546856,Pantone 5615 — Pantone,84,104,86,Осень
#718172,Pantone 5615 C — Pantone,113,129,114,Осень
#468179,Pantone 562 C — Pantone,70,129,121,Осень
#728470,Pantone 5625 — Pantone,114,132,112,Осень
#425852,Pantone 567 C — Pantone,66,88,82,Осень
#5f6647,Pantone 574 C — Pantone,95,102,71,Осень
#3f4926,Pantone 5743 — Pantone,63,73,38,Осень
#5a5d45,Pantone 5743 C — Pantone,90,93,69,Осень
#595c43,Pantone 5747 C — Pantone,89,92,67,Осень
#6c804a,Pantone 575 C — Pantone,108,128,74,Осень
#5e663a,Pantone 5753 — Pantone,94,102,58,Осень
#717450,Pantone 5753 C — Pantone,113,116,80,Осень
#7b7a49,Pantone 5757 C — Pantone,123,122,73,Осень
#7b9851,Pantone 576 C — Pantone,123,152,81,Осень
#777c4f,Pantone 5763 — Pantone,119,124,79,Осень
#7e815c,Pantone 5763 C — Pantone,126,129,92,Осень
#8c914f,Pantone 5767 — Pantone,140,145,79,Осень
#999762,Pantone 5767 C — Pantone,153,151,98,Осень
#636046,Pantone 5815 C — Pantone,99,96,70,Осень
#8c824c,Pantone 5825 C — Pantone,140,130,76,Осень
#9e9959,Pantone 5835 — Pantone,158,153,89,Осень
#5b8772,Pantone 625 — Pantone,91,135,114,Осень
#668a7d,Pantone 625 C — Pantone,102,138,125,Осень
#44665b,Pantone 626 C — Pantone,68,102,91,Осень
#384746,Pantone 627 C — Pantone,56,71,70,Осень
#74513b,Pantone 732 C — Pantone,116,81,59,Осень
#486c50,Pantone 7483 C — Pantone,72,108,80,Осень
#3d6e5a,Pantone 7484 C — Pantone,61,110,90,Осень
#7b9a57,Pantone 7490 C — Pantone,123,154,87,Осень
#808b51,Pantone 7491 C — Pantone,128,139,81,Осень
#90964e,Pantone 7495 C — Pantone,144,150,78,Осень
#7a8644,Pantone 7496 C — Pantone,122,134,68,Осень
#817963,Pantone 7497 C — Pantone,129,121,99,Осень
#64664a,Pantone 7498 C — Pantone,100,102,74,Осень
#8f7159,Pantone 7505 C — Pantone,143,113,89,Осень
#79615c,Pantone 7518 C — Pantone,121,97,92,Осень
#6e5f54,Pantone 7519 C — Pantone,110,95,84,Осень
#746558,Pantone 7532 C — Pantone,116,101,88,Осень
#62574d,Pantone 7533 C — Pantone,98,87,77,Осень
#524d42,Pantone Black 2 C — Pantone,82,77,66,Осень
#444846,Pantone Black 3 C — Pantone,68,72,70,Осень
#584d43,Pantone Black 4 C — Pantone,88,77,67,Осень
#5b4b4b,Pantone Black 5 C — Pantone,91,75,75,Осень
#64615d,Pantone Black 7 C — Pantone,100,97,93,Осень
#534d47,Pantone Black C — Pantone,83,77,71,Осень
#837872,Pantone Warm Gray 10 — Pantone,131,120,114,Осень
#786d67,Pantone Warm Gray 11 — Pantone,120,109,103,Осень
#537f6c,PARK BENCH — Colour Smart – M430-6,83,127,108,Осень
#717b56,Parrot Green,113,123,86,Осень
#305d35,Parsley,48,93,53,Осень
#5aa065,Parsley CRT,90,160,101,Осень
#725440,partridge,114,84,64,Осень
#595f53,PASTORAL — Colour Smart – PPU10-20,89,95,83,Осень
#639a8f,Patina,99,154,143,Осень
#639283,Patina,99,146,131,Осень
#6b655b,PATIO STONE — Colour Smart – N360-6,107,101,91,Осень
#7c9865,Pea Aubergine Green,124,152,101,Осень
#67765a,PEACEFUL FOREST — KILZ – TB-80,103,118,90,Осень
#78754a,Peaceful Landscape,120,117,74,Осень
#406635,Peacock Green,64,102,53,Осень
#8e916d,Peapod Green,142,145,109,Осень
#7b9459,Peas in a Pod,123,148,89,Осень
#716b56,Peat,113,107,86,Осень
#3b3a36,peat,59,58,54,Осень
#766d52,Peat,118,109,82,Осень
#6e634c,PEAT — Colour Smart – HDC-AC-15,110,99,76,Осень
#6c5755,Peat Red Brown,108,87,85,Осень
#4d4948,Pecan Grove,77,73,72,Осень
#6c5656,peppercorn,108,86,86,Осень
#807548,Peppered Moss,128,117,72,Осень
#767461,PEPPERGRASS — Colour Smart – N350-6,118,116,97,Осень
#5b5752,PEPPERY — Colour Smart – MQ2-62,91,87,82,Осень
#47694f,PERENNIAL GREEN — Colour Smart – M410-7,71,105,79,Осень
#a06a56,PERFECT PENNY — Colour Smart – S180-6,160,106,86,Осень
#595f34,pesto,89,95,52,Осень
#817553,Pesto Green,129,117,83,Осень
#898c66,PESTO PASTE — Colour Smart – S370-5,137,140,102,Осень
#8d7960,petrified-oak,141,121,96,Осень
#549b8c,Petrol Green,84,155,140,Осень
#666564,pewter,102,101,100,Осень
#826663,Pharlap,130,102,99,Осень
#5c4c4a,PIANO BROWN — Colour Smart – MQ1-43,92,76,74,Осень
#5e7545,PICKLE JUICE — KILZ – LG270-02,94,117,69,Осень
#5b6452,Pickled aspen,91,100,82,Осень
#73553e,Pickled bean,115,85,62,Осень
#6c5738,Pimento Grain Brown,108,87,56,Осень
#5c7669,PINE BROOK — Colour Smart – S420-6,92,118,105,Осень
#6d5e54,Pine Cone,109,94,84,Осень
#756556,Pine cone,117,101,86,Осень
#765952,Pine Cone,118,89,82,Осень
#4a635c,Pine Green,74,99,92,Осень
#22403c,Pine Grove,34,64,60,Осень
#486358,Pine Haven,72,99,88,Осень
#5e7847,Pine Hills,94,120,71,Осень
#5c685e,PINE MOUNTAIN — Colour Smart – N420-6,92,104,94,Осень
#7b745c,Pine Peak,123,116,92,Осень
#2a2f23,Pine tree,42,47,35,Осень
#827064,pine-bark,130,112,100,Осень
#213631,pine-grove,33,54,49,Осень
#61473b,pinecone,97,71,59,Осень
#63695f,PINECONE HILL — Colour Smart – N410-6,99,105,95,Осень
#334d41,pineneedle,51,77,65,Осень
#769358,piquant-green,118,147,88,Осень
#283330,Pitch Green,40,51,48,Осень
#478b4d,PLANET GREEN — Colour Smart – MQ4-48,71,139,77,Осень
#777a44,Plant Green,119,122,68,Осень
#6b8350,PLANT STEM — KILZ – LG280-01,107,131,80,Осень
#356554,Plantain Green,53,101,84,Осень
#3e594c,Plantation,62,89,76,Осень
#4e4d4d,PLASCON 42 — Plascon Colour Inspired,78,77,77,Осень
#7c7c7b,PLASCON 53 — Plascon Colour Inspired,124,124,123,Осень
#6c6c6b,PLASCON 54 — Plascon Colour Inspired,108,108,107,Осень
#686b65,PLASCON 59 — Plascon Colour Inspired,104,107,101,Осень
#4f504f,PLASCON 60 — Plascon Colour Inspired,79,80,79,Осень
#55504d,PLASCON 66 — Plascon Colour Inspired,85,80,77,Осень
#80736f,PLASCON 70 — Plascon Colour Inspired,128,115,111,Осень
#595250,PLASCON 71 — Plascon Colour Inspired,89,82,80,Осень
#595757,PLASCON 72 — Plascon Colour Inspired,89,87,87,Осень
#728454,PLASCON G1-C1-1 — Plascon Colour Inspired,114,132,84,Осень
#7f9161,PLASCON G1-C1-2 — Plascon Colour Inspired,127,145,97,Осень
#69734c,PLASCON G1-D1-1 — Plascon Colour Inspired,105,115,76,Осень
#747e60,PLASCON G1-D1-2 — Plascon Colour Inspired,116,126,96,Осень
#5d614f,PLASCON G1-E1-1 — Plascon Colour Inspired,93,97,79,Осень
#686c5c,PLASCON G1-E1-2 — Plascon Colour Inspired,104,108,92,Осень
#787c6f,PLASCON G1-E1-3 — Plascon Colour Inspired,120,124,111,Осень
#6b9450,PLASCON G2-B1-1 — Plascon Colour Inspired,107,148,80,Осень
#668352,PLASCON G2-C1-1 — Plascon Colour Inspired,102,131,82,Осень
#728e63,PLASCON G2-C1-2 — Plascon Colour Inspired,114,142,99,Осень
#5d7051,PLASCON G2-D1-1 — Plascon Colour Inspired,93,112,81,Осень
#6d7d62,PLASCON G2-D1-2 — Plascon Colour Inspired,109,125,98,Осень
#565f4f,PLASCON G2-E1-1 — Plascon Colour Inspired,86,95,79,Осень
#656d5e,PLASCON G2-E1-2 — Plascon Colour Inspired,101,109,94,Осень
#757d70,PLASCON G2-E1-3 — Plascon Colour Inspired,117,125,112,Осень
#599f5a,PLASCON G3-A1-1 — Plascon Colour Inspired,89,159,90,Осень
#588e57,PLASCON G3-B1-1 — Plascon Colour Inspired,88,142,87,Осень
#587f57,PLASCON G3-C1-1 — Plascon Colour Inspired,88,127,87,Осень
#6a8b67,PLASCON G3-C1-2 — Plascon Colour Inspired,106,139,103,Осень
#576c52,PLASCON G3-D1-1 — Plascon Colour Inspired,87,108,82,Осень
#677c65,PLASCON G3-D1-2 — Plascon Colour Inspired,103,124,101,Осень
#758775,PLASCON G3-D1-3 — Plascon Colour Inspired,117,135,117,Осень
#535d50,PLASCON G3-E1-1 — Plascon Colour Inspired,83,93,80,Осень
#616a5f,PLASCON G3-E1-2 — Plascon Colour Inspired,97,106,95,Осень
#717a6f,PLASCON G3-E1-3 — Plascon Colour Inspired,113,122,111,Осень
#47875e,PLASCON G4-B1-1 — Plascon Colour Inspired,71,135,94,Осень
#4e7759,PLASCON G4-C1-1 — Plascon Colour Inspired,78,119,89,Осень
#5e866b,PLASCON G4-C1-2 — Plascon Colour Inspired,94,134,107,Осень
#516d58,PLASCON G4-D1-1 — Plascon Colour Inspired,81,109,88,Осень
#617a69,PLASCON G4-D1-2 — Plascon Colour Inspired,97,122,105,Осень
#738a7a,PLASCON G4-D1-3 — Plascon Colour Inspired,115,138,122,Осень
#515d53,PLASCON G4-E1-1 — Plascon Colour Inspired,81,93,83,Осень
#5f6b62,PLASCON G4-E1-2 — Plascon Colour Inspired,95,107,98,Осень
#6f7b72,PLASCON G4-E1-3 — Plascon Colour Inspired,111,123,114,Осень
#609e86,PLASCON G5-B1-2 — Plascon Colour Inspired,96,158,134,Осень
#477966,PLASCON G5-C1-1 — Plascon Colour Inspired,71,121,102,Осень
#5b8876,PLASCON G5-C1-2 — Plascon Colour Inspired,91,136,118,Осень
#4b6a5c,PLASCON G5-D1-1 — Plascon Colour Inspired,75,106,92,Осень
#5d786c,PLASCON G5-D1-2 — Plascon Colour Inspired,93,120,108,Осень
#71887e,PLASCON G5-D1-3 — Plascon Colour Inspired,113,136,126,Осень
#4d5c54,PLASCON G5-E1-1 — Plascon Colour Inspired,77,92,84,Осень
#5f6c65,PLASCON G5-E1-2 — Plascon Colour Inspired,95,108,101,Осень
#6d7b74,PLASCON G5-E1-3 — Plascon Colour Inspired,109,123,116,Осень
#589e8f,PLASCON G6-B1-2 — Plascon Colour Inspired,88,158,143,Осень
#41786c,PLASCON G6-C1-1 — Plascon Colour Inspired,65,120,108,Осень
#57887e,PLASCON G6-C1-2 — Plascon Colour Inspired,87,136,126,Осень
#496a62,PLASCON G6-D1-1 — Plascon Colour Inspired,73,106,98,Осень
#5c7870,PLASCON G6-D1-2 — Plascon Colour Inspired,92,120,112,Осень
#6d8780,PLASCON G6-D1-3 — Plascon Colour Inspired,109,135,128,Осень
#4e5d58,PLASCON G6-E1-1 — Plascon Colour Inspired,78,93,88,Осень
#5f6b67,PLASCON G6-E1-2 — Plascon Colour Inspired,95,107,103,Осень
#6b7a76,PLASCON G6-E1-3 — Plascon Colour Inspired,107,122,118,Осень
#569d9b,PLASCON G7-B1-2 — Plascon Colour Inspired,86,157,155,Осень
#427876,PLASCON G7-C1-1 — Plascon Colour Inspired,66,120,118,Осень
#568785,PLASCON G7-C1-2 — Plascon Colour Inspired,86,135,133,Осень
#486967,PLASCON G7-D1-1 — Plascon Colour Inspired,72,105,103,Осень
#597775,PLASCON G7-D1-2 — Plascon Colour Inspired,89,119,117,Осень
#6c8785,PLASCON G7-D1-3 — Plascon Colour Inspired,108,135,133,Осень
#515e5c,PLASCON G7-E1-1 — Plascon Colour Inspired,81,94,92,Осень
#5f6b6a,PLASCON G7-E1-2 — Plascon Colour Inspired,95,107,106,Осень
#6d7b7a,PLASCON G7-E1-3 — Plascon Colour Inspired,109,123,122,Осень
#82574d,PLASCON O1-D1-1 — Plascon Colour Inspired,130,87,77,Осень
#8f6962,PLASCON O1-D1-2 — Plascon Colour Inspired,143,105,98,Осень
#685550,PLASCON O1-E1-1 — Plascon Colour Inspired,104,85,80,Осень
#78635d,PLASCON O1-E1-2 — Plascon Colour Inspired,120,99,93,Осень
#86746e,PLASCON O1-E1-3 — Plascon Colour Inspired,134,116,110,Осень
#845a4d,PLASCON O2-D1-1 — Plascon Colour Inspired,132,90,77,Осень
#936c60,PLASCON O2-D1-2 — Plascon Colour Inspired,147,108,96,Осень
#67544d,PLASCON O2-E1-1 — Plascon Colour Inspired,103,84,77,Осень
#75635c,PLASCON O2-E1-2 — Plascon Colour Inspired,117,99,92,Осень
#85736c,PLASCON O2-E1-3 — Plascon Colour Inspired,133,115,108,Осень
#8a5e4d,PLASCON O3-D1-1 — Plascon Colour Inspired,138,94,77,Осень
#966f60,PLASCON O3-D1-2 — Plascon Colour Inspired,150,111,96,Осень
#6d5950,PLASCON O3-E1-1 — Plascon Colour Inspired,109,89,80,Осень
#79655e,PLASCON O3-E1-2 — Plascon Colour Inspired,121,101,94,Осень
#88776f,PLASCON O3-E1-3 — Plascon Colour Inspired,136,119,111,Осень
#8c614c,PLASCON O4-D1-1 — Plascon Colour Inspired,140,97,76,Осень
#937160,PLASCON O4-D1-2 — Plascon Colour Inspired,147,113,96,Осень
#6c574c,PLASCON O4-E1-1 — Plascon Colour Inspired,108,87,76,Осень
#77665d,PLASCON O4-E1-2 — Plascon Colour Inspired,119,102,93,Осень
#89776f,PLASCON O4-E1-3 — Plascon Colour Inspired,137,119,111,Осень
#8c634b,PLASCON O5-D1-1 — Plascon Colour Inspired,140,99,75,Осень
#95715a,PLASCON O5-D1-2 — Plascon Colour Inspired,149,113,90,Осень
#6d5a4d,PLASCON O5-E1-1 — Plascon Colour Inspired,109,90,77,Осень
#7b685d,PLASCON O5-E1-2 — Plascon Colour Inspired,123,104,93,Осень
#87776d,PLASCON O5-E1-3 — Plascon Colour Inspired,135,119,109,Осень
#8e674d,PLASCON O6-D1-1 — Plascon Colour Inspired,142,103,77,Осень
#95745c,PLASCON O6-D1-2 — Plascon Colour Inspired,149,116,92,Осень
#6d5a4c,PLASCON O6-E1-1 — Plascon Colour Inspired,109,90,76,Осень
#7a695c,PLASCON O6-E1-2 — Plascon Colour Inspired,122,105,92,Осень
#897a70,PLASCON O6-E1-3 — Plascon Colour Inspired,137,122,112,Осень
#977b60,PLASCON O7-D1-2 — Plascon Colour Inspired,151,123,96,Осень
#6e5c4c,PLASCON O7-E1-1 — Plascon Colour Inspired,110,92,76,Осень
#7c6b5d,PLASCON O7-E1-2 — Plascon Colour Inspired,124,107,93,Осень
#877a6e,PLASCON O7-E1-3 — Plascon Colour Inspired,135,122,110,Осень
#645252,PLASCON R5-E1-1 — Plascon Colour Inspired,100,82,82,Осень
#745150,PLASCON R6-D1-1 — Plascon Colour Inspired,116,81,80,Осень
#8a6362,PLASCON R6-D1-2 — Plascon Colour Inspired,138,99,98,Осень
#685251,PLASCON R6-E1-1 — Plascon Colour Inspired,104,82,81,Осень
#75615f,PLASCON R6-E1-2 — Plascon Colour Inspired,117,97,95,Осень
#82716f,PLASCON R6-E1-3 — Plascon Colour Inspired,130,113,111,Осень
#9a514f,PLASCON R7-C1-1 — Plascon Colour Inspired,154,81,79,Осень
#86534f,PLASCON R7-D1-1 — Plascon Colour Inspired,134,83,79,Осень
#8d6864,PLASCON R7-D1-2 — Plascon Colour Inspired,141,104,100,Осень
#64514d,PLASCON R7-E1-1 — Plascon Colour Inspired,100,81,77,Осень
#76625f,PLASCON R7-E1-2 — Plascon Colour Inspired,118,98,95,Осень
#887774,PLASCON R7-E1-3 — Plascon Colour Inspired,136,119,116,Осень
#8a6c4b,PLASCON Y1-D1-1 — Plascon Colour Inspired,138,108,75,Осень
#967c5e,PLASCON Y1-D1-2 — Plascon Colour Inspired,150,124,94,Осень
