code,name,r,g,b,type
#d8b05e,Reno Sand CRT,216,176,94,Весна
#d8a33d,Rich Gold CRT,216,163,61,Весна
#e1eb43,Rio Grande CRT,225,235,67,Весна
#e3ce69,Ripe Guava,227,206,105,Весна
#f7ca18,Ripe Lemon,247,202,24,Весна
#f4d81c,Ripe Lemon,244,216,28,Весна
#eded15,Ripe Lemon,237,237,21,Весна
#c6a245,Ripe Pear,198,162,69,Весна
#e1e36e,Ripe Pear,225,227,110,Весна
#ffe07b,Ripe Pineapple,255,224,123,Весна
#ffaf37,Ripe Pumpkin,255,175,55,Весна
#b58355,ROASTED CASHEW — Colour Smart – S250-5,181,131,85,Весна
#e6a255,Roasted Squash,230,162,85,Весна
#ddad56,Robroy,221,173,86,Весна
#e1974b,Rock Spray CRT,225,151,75,Весна
#de6360,Roman,222,99,96,Весна
#d8625b,Roman,216,98,91,Весна
#d19b2f,Roman Gold,209,155,47,Весна
#eab852,Ronchi,234,184,82,Весна
#ff5050,Rose,255,80,80,Весна
#f96653,Rose Fusion,249,102,83,Весна
#d17d64,Rosso coralo - 247 — Viero - Tollens,209,125,100,Весна
#c6a84b,Roti,198,168,75,Весна
#db615e,ROULETTE — Colour Smart – P170-5,219,97,94,Весна
#facf58,Rubber Ducky,250,207,88,Весна
#c77b42,RUMBA ORANGE — Colour Smart – M230-7,199,123,66,Весна
#e47127,russet-orange,228,113,39,Весна
#f6e27a,S 0540-G90Y — NSC Second Edition,246,226,122,Весна
#ffd37f,S 0540-Y10R — NSC Second Edition,255,211,127,Весна
#ffc67c,S 0540-Y20R — NSC Second Edition,255,198,124,Весна
#fdbb7b,S 0540-Y30R — NSC Second Edition,253,187,123,Весна
#ceda6a,S 0550-G50Y — NSC Second Edition,206,218,106,Весна
#dbde66,S 0550-G60Y — NSC Second Edition,219,222,102,Весна
#e7e264,S 0550-G70Y — NSC Second Edition,231,226,100,Весна
#ebdd61,S 0550-G80Y — NSC Second Edition,235,221,97,Весна
#f2dc62,S 0550-G90Y — NSC Second Edition,242,220,98,Весна
#f7d164,S 0550-Y — NSC Second Edition,247,209,100,Весна
#fcbd69,S 0550-Y20R — NSC Second Edition,252,189,105,Весна
#fbaf69,S 0550-Y30R — NSC Second Edition,251,175,105,Весна
#f5a26a,S 0550-Y40R — NSC Second Edition,245,162,106,Весна
#f49c71,S 0550-Y50R — NSC Second Edition,244,156,113,Весна
#f09676,S 0550-Y60R — NSC Second Edition,240,150,118,Весна
#acd164,S 0560-G30Y — NSC Second Edition,172,209,100,Весна
#bad15a,S 0560-G40Y — NSC Second Edition,186,209,90,Весна
#c9d74f,S 0560-G50Y — NSC Second Edition,201,215,79,Весна
#d9db4a,S 0560-G60Y — NSC Second Edition,217,219,74,Весна
#e3dc46,S 0560-G70Y — NSC Second Edition,227,220,70,Весна
#e8d945,S 0560-G80Y — NSC Second Edition,232,217,69,Весна
#edd440,S 0560-G90Y — NSC Second Edition,237,212,64,Весна
#f6c949,S 0560-Y — NSC Second Edition,246,201,73,Весна
#fec150,S 0560-Y10R — NSC Second Edition,254,193,80,Весна
#fcb253,S 0560-Y20R — NSC Second Edition,252,178,83,Весна
#fba75b,S 0560-Y30R — NSC Second Edition,251,167,91,Весна
#fa9d5f,S 0560-Y40R — NSC Second Edition,250,157,95,Весна
#f39061,S 0560-Y50R — NSC Second Edition,243,144,97,Весна
#f48a69,S 0560-Y60R — NSC Second Edition,244,138,105,Весна
#ea7f6c,S 0560-Y70R — NSC Second Edition,234,127,108,Весна
#ec7a75,S 0560-Y80R — NSC Second Edition,236,122,117,Весна
#c0cc36,S 0565-G50Y — NSC Second Edition,192,204,54,Весна
#83c454,S 0570-G20Y — NSC Second Edition,131,196,84,Весна
#9bc949,S 0570-G30Y — NSC Second Edition,155,201,73,Весна
#f5c921,S 0570-Y — NSC Second Edition,245,201,33,Весна
#ffbf2e,S 0570-Y10R — NSC Second Edition,255,191,46,Весна
#ffad3f,S 0570-Y20R — NSC Second Edition,255,173,63,Весна
#f99948,S 0570-Y30R — NSC Second Edition,249,153,72,Весна
#f28c4a,S 0570-Y40R — NSC Second Edition,242,140,74,Весна
#eb804e,S 0570-Y50R — NSC Second Edition,235,128,78,Весна
#ec7954,S 0570-Y60R — NSC Second Edition,236,121,84,Весна
#e76e5c,S 0570-Y70R — NSC Second Edition,231,110,92,Весна
#e3655f,S 0570-Y80R — NSC Second Edition,227,101,95,Весна
#f89128,S 0580-Y30R — NSC Second Edition,248,145,40,Весна
#ee7d32,S 0580-Y40R — NSC Second Edition,238,125,50,Весна
#ee7438,S 0580-Y50R — NSC Second Edition,238,116,56,Весна
#e4643f,S 0580-Y60R — NSC Second Edition,228,100,63,Весна
#e05b48,S 0580-Y70R — NSC Second Edition,224,91,72,Весна
#d54e4b,S 0580-Y80R — NSC Second Edition,213,78,75,Весна
#f58410,S 0585-Y30R — NSC Second Edition,245,132,16,Весна
#ed7625,S 0585-Y40R — NSC Second Edition,237,118,37,Весна
#eb6e2e,S 0585-Y50R — NSC Second Edition,235,110,46,Весна
#e35b35,S 0585-Y60R — NSC Second Edition,227,91,53,Весна
#dd4d38,S 0585-Y70R — NSC Second Edition,221,77,56,Весна
#ddd26e,S 1040-G80Y — NSC Second Edition,221,210,110,Весна
#ecce75,S 1040-Y — NSC Second Edition,236,206,117,Весна
#f0c473,S 1040-Y10R — NSC Second Edition,240,196,115,Весна
#f0bb73,S 1040-Y20R — NSC Second Edition,240,187,115,Весна
#f0b175,S 1040-Y30R — NSC Second Edition,240,177,117,Весна
#5cc4bf,S 1050-B40G — NSC Second Edition,92,196,191,Весна
#64cbb7,S 1050-B60G — NSC Second Edition,100,203,183,Весна
#66cdb3,S 1050-B70G — NSC Second Edition,102,205,179,Весна
#c1c964,S 1050-G50Y — NSC Second Edition,193,201,100,Весна
#cdcc60,S 1050-G60Y — NSC Second Edition,205,204,96,Весна
#d6ce5d,S 1050-G70Y — NSC Second Edition,214,206,93,Весна
#d5c857,S 1050-G80Y — NSC Second Edition,213,200,87,Весна
#e1ca57,S 1050-G90Y — NSC Second Edition,225,202,87,Весна
#eac85b,S 1050-Y — NSC Second Edition,234,200,91,Весна
#efbd5e,S 1050-Y10R — NSC Second Edition,239,189,94,Весна
#ecb060,S 1050-Y20R — NSC Second Edition,236,176,96,Весна
#eda563,S 1050-Y30R — NSC Second Edition,237,165,99,Весна
#e99a66,S 1050-Y40R — NSC Second Edition,233,154,102,Весна
#e28c6e,S 1050-Y60R — NSC Second Edition,226,140,110,Весна
#9bc15b,S 1060-G30Y — NSC Second Edition,155,193,91,Весна
#abc152,S 1060-G40Y — NSC Second Edition,171,193,82,Весна
#bbc34a,S 1060-G50Y — NSC Second Edition,187,195,74,Весна
#c6c645,S 1060-G60Y — NSC Second Edition,198,198,69,Весна
#ccc53d,S 1060-G70Y — NSC Second Edition,204,197,61,Весна
#d5c340,S 1060-G80Y — NSC Second Edition,213,195,64,Весна
#dec33d,S 1060-G90Y — NSC Second Edition,222,195,61,Весна
#edc445,S 1060-Y — NSC Second Edition,237,196,69,Весна
#f2b645,S 1060-Y10R — NSC Second Edition,242,182,69,Весна
#f1a84b,S 1060-Y20R — NSC Second Edition,241,168,75,Весна
#ec9b52,S 1060-Y30R — NSC Second Edition,236,155,82,Весна
#e48d55,S 1060-Y40R — NSC Second Edition,228,141,85,Весна
#e38457,S 1060-Y50R — NSC Second Edition,227,132,87,Весна
#df7d5f,S 1060-Y60R — NSC Second Edition,223,125,95,Весна
#dc7764,S 1060-Y70R — NSC Second Edition,220,119,100,Весна
#79b84e,S 1070-G20Y — NSC Second Edition,121,184,78,Весна
#ebad2a,S 1070-Y10R — NSC Second Edition,235,173,42,Весна
#ed9f38,S 1070-Y20R — NSC Second Edition,237,159,56,Весна
#e58e3e,S 1070-Y30R — NSC Second Edition,229,142,62,Весна
#e38343,S 1070-Y40R — NSC Second Edition,227,131,67,Весна
#e27848,S 1070-Y50R — NSC Second Edition,226,120,72,Весна
#db6f4e,S 1070-Y60R — NSC Second Edition,219,111,78,Весна
#d56554,S 1070-Y70R — NSC Second Edition,213,101,84,Весна
#d05d5b,S 1070-Y80R — NSC Second Edition,208,93,91,Весна
#df8021,S 1080-Y30R — NSC Second Edition,223,128,33,Весна
#da712d,S 1080-Y40R — NSC Second Edition,218,113,45,Весна
#d8662f,S 1080-Y50R — NSC Second Edition,216,102,47,Весна
#d15b38,S 1080-Y60R — NSC Second Edition,209,91,56,Весна
#cb533f,S 1080-Y70R — NSC Second Edition,203,83,63,Весна
#c64845,S 1080-Y80R — NSC Second Edition,198,72,69,Весна
#c9b661,S 2040-G90Y — NSC Second Edition,201,182,97,Весна
#cfb162,S 2040-Y — NSC Second Edition,207,177,98,Весна
#d1a965,S 2040-Y10R — NSC Second Edition,209,169,101,Весна
#d6a364,S 2040-Y20R — NSC Second Edition,214,163,100,Весна
#d39a67,S 2040-Y30R — NSC Second Edition,211,154,103,Весна
#d49368,S 2040-Y40R — NSC Second Edition,212,147,104,Весна
#55af90,S 2050-B80G — NSC Second Edition,85,175,144,Весна
#a8ae56,S 2050-G50Y — NSC Second Edition,168,174,86,Весна
#b0ad51,S 2050-G60Y — NSC Second Edition,176,173,81,Весна
#bbb24f,S 2050-G70Y — NSC Second Edition,187,178,79,Весна
#bead4d,S 2050-G80Y — NSC Second Edition,190,173,77,Весна
#c3ae4c,S 2050-G90Y — NSC Second Edition,195,174,76,Весна
#c7a84f,S 2050-Y — NSC Second Edition,199,168,79,Весна
#d2a250,S 2050-Y10R — NSC Second Edition,210,162,80,Весна
#d19854,S 2050-Y20R — NSC Second Edition,209,152,84,Весна
#d18e55,S 2050-Y30R — NSC Second Edition,209,142,85,Весна
#cf8858,S 2050-Y40R — NSC Second Edition,207,136,88,Весна
#cc7f5c,S 2050-Y50R — NSC Second Edition,204,127,92,Весна
#ca795f,S 2050-Y60R — NSC Second Edition,202,121,95,Весна
#c57262,S 2050-Y70R — NSC Second Edition,197,114,98,Весна
#cd9a3c,S 2060-Y10R — NSC Second Edition,205,154,60,Весна
#d08f41,S 2060-Y20R — NSC Second Edition,208,143,65,Весна
#ce8547,S 2060-Y30R — NSC Second Edition,206,133,71,Весна
#c87a49,S 2060-Y40R — NSC Second Edition,200,122,73,Весна
#c67049,S 2060-Y50R — NSC Second Edition,198,112,73,Весна
#c56a4f,S 2060-Y60R — NSC Second Edition,197,106,79,Весна
#be6455,S 2060-Y70R — NSC Second Edition,190,100,85,Весна
#ba5c58,S 2060-Y80R — NSC Second Edition,186,92,88,Весна
#cc7b37,S 2070-Y30R — NSC Second Edition,204,123,55,Весна
#c4653d,S 2070-Y50R — NSC Second Edition,196,101,61,Весна
#ad9a53,S 3040-G90Y — NSC Second Edition,173,154,83,Весна
#b39653,S 3040-Y — NSC Second Edition,179,150,83,Весна
#b98c57,S 3040-Y20R — NSC Second Edition,185,140,87,Весна
#b88558,S 3040-Y30R — NSC Second Edition,184,133,88,Весна
#b87f5b,S 3040-Y40R — NSC Second Edition,184,127,91,Весна
#b6794a,S 3050-Y30R — NSC Second Edition,182,121,74,Весна
#b6764d,S 3050-Y40R — NSC Second Edition,182,118,77,Весна
#54c488,s052 — Minicolornova 2024,84,196,136,Весна
#58c48c,s055 — Minicolornova 2024,88,196,140,Весна
#d06c58,s128 — Minicolornova 2024,208,108,88,Весна
#ecc241,S300 — Tikurilla Symphony,236,194,65,Весна
#efd471,S301 — Tikurilla Symphony,239,212,113,Весна
#eac24d,S302 — Tikurilla Symphony,234,194,77,Весна
#eeac28,S303 — Tikurilla Symphony,238,172,40,Весна
#eba43f,S305 — Tikurilla Symphony,235,164,63,Весна
#f1b54d,S306 — Tikurilla Symphony,241,181,77,Весна
#f6b85e,S307 — Tikurilla Symphony,246,184,94,Весна
#f7ac27,S308 — Tikurilla Symphony,247,172,39,Весна
#e1872e,S309 — Tikurilla Symphony,225,135,46,Весна
#d78d4a,S310 — Tikurilla Symphony,215,141,74,Весна
#d2894e,S311 — Tikurilla Symphony,210,137,78,Весна
#e69054,S312 — Tikurilla Symphony,230,144,84,Весна
#e68552,S313 — Tikurilla Symphony,230,133,82,Весна
#e28155,S314 — Tikurilla Symphony,226,129,85,Весна
#c9734a,S315 — Tikurilla Symphony,201,115,74,Весна
#cf6854,S316 — Tikurilla Symphony,207,104,84,Весна
#c15b48,S317 — Tikurilla Symphony,193,91,72,Весна
#b96758,S318 — Tikurilla Symphony,185,103,88,Весна
#d46560,S320 — Tikurilla Symphony,212,101,96,Весна
#cabd62,S391 — Tikurilla Symphony,202,189,98,Весна
#c49d4d,S392 — Tikurilla Symphony,196,157,77,Весна
#c29c5d,S393 — Tikurilla Symphony,194,156,93,Весна
#d4a349,S397 — Tikurilla Symphony,212,163,73,Весна
#c6944d,S398 — Tikurilla Symphony,198,148,77,Весна
#b88755,S399 — Tikurilla Symphony,184,135,85,Весна
#c7864b,S402 — Tikurilla Symphony,199,134,75,Весна
#c98d60,S403 — Tikurilla Symphony,201,141,96,Весна
#b47256,S405 — Tikurilla Symphony,180,114,86,Весна
#af7b57,Saddle Brown,175,123,87,Весна
#fb9d30,Safari Sunset,251,157,48,Весна
#f9bf3b,Saffron,249,191,59,Весна
#dc9f45,Saffron,220,159,69,Весна
#d39952,SAFFRON STRANDS — Colour Smart – PPU6-02,211,153,82,Весна
#f6a950,Saffron yellow,246,169,80,Весна
#dfd55c,Sahara CRT,223,213,92,Весна
#ffb638,Saigon Summer,255,182,56,Весна
#43c19c,Salem CRT,67,193,156,Весна
#feaa7b,salmon-buff,254,170,123,Весна
#ffd67b,Salomie,255,214,123,Весна
#fbc85f,samoan-sun,251,200,95,Весна
#c65755,Samurai Fusion,198,87,85,Весна
#db633f,SANDDORN 0 — Caparol Color Compact,219,99,63,Весна
#ec8757,SANDDORN 12 — Caparol Color Compact,236,135,87,Весна
#f4a675,SANDDORN 13 — Caparol Color Compact,244,166,117,Весна
#b16d52,Santa Fe,177,109,82,Весна
#dfb45f,Santa Fe Tan,223,180,95,Весна
#83c25c,Sap Green CRT,131,194,92,Весна
#fc8d15,Satsuma Tangerine,252,141,21,Весна
#c5a253,sauterne,197,162,83,Весна
#f45520,scarlet-ibis,244,85,32,Весна
#66ff66,Screamin' Green,102,255,102,Весна
#3ffc48,Screamin' Green,63,252,72,Весна
#3ffc68,Screamin' Green,63,252,104,Весна
#3ffc87,Screamin' Green,63,252,135,Весна
#74fc3f,Screamin' Green,116,252,63,Весна
#ef9548,Sea buckthorn,239,149,72,Весна
#fdd47b,Sea Buckthorn CRT,253,212,123,Весна
#bf7c45,Sedona at Sunset,191,124,69,Весна
#ae5f55,SEDONA MOUNTAINS — KILZ – LB110-02,174,95,85,Весна
#bf875c,Semisweet,191,135,92,Весна
#dbaa46,Sense of Wonder,219,170,70,Весна
#e4a16d,Serarezza - 388 — Viero - Tollens,228,161,109,Весна
#af7b51,Setting Sun,175,123,81,Весна
#35d68d,Shamrock,53,214,141,Весна
#eb7e4d,SIZZLING SUNSET — Colour Smart – P200-6,235,126,77,Весна
#cb904e,Slightly Golden,203,144,78,Весна
#ffc962,SMILEY FACE — Colour Smart – P260-6,255,201,98,Весна
#fed777,snapdragon,254,215,119,Весна
#ffb737,SOFT BOILED — Colour Smart – P270-6,255,183,55,Весна
#f7da74,SOLAR ENERGY — Colour Smart – P310-5,247,218,116,Весна
#ffc16c,SOLAR STORM — Colour Smart – P250-5,255,193,108,Весна
#f4bf3a,solar-power,244,191,58,Весна
#e1ba36,SOLARIUM — Colour Smart – P310-7,225,186,54,Весна
#e9cb2e,Soleil,233,203,46,Весна
#ffba36,Solid Gold,255,186,54,Весна
#c99b5f,SOLID GOLD — Colour Smart – M280-6,201,155,95,Весна
#fd7c07,Sorbus,253,124,7,Весна
#dd6b38,Sorbus,221,107,56,Весна
#febf3d,Sorbus CRT,254,191,61,Весна
#eba76a,Sourdough,235,167,106,Весна
#cc6758,Southwestern Clay,204,103,88,Весна
#e3ad63,SPAGHETTI SQUASH — KILZ – LD270-02,227,173,99,Весна
#c57556,Spanish Peanut,197,117,86,Весна
#f7b718,spectra-yellow,247,183,24,Весна
#d37e4f,SPICE MARKET — KILZ – C692,211,126,79,Весна
#d48052,SPICE MARKET — KILZ – LB260-02,212,128,82,Весна
#ffbb72,Spiced Nectarine,255,187,114,Весна
#e0986c,SPICED ORANGE — KILZ – C691,224,152,108,Весна
#e1986b,SPICED ORANGE — KILZ – LC130-01,225,152,107,Весна
#cfa33b,Spicy Mustard,207,163,59,Весна
#ad6c54,SPICY TWIST — KILZ – LB280-02,173,108,84,Весна
#d8ae47,spicy-mustard,216,174,71,Весна
#ffb14e,SPLENDOR GOLD — Colour Smart – P250-6,255,177,78,Весна
#87ff2a,Spring Frost,135,255,42,Весна
#3ffca7,Spring Green,63,252,167,Весна
#3fffa8,Spring Green,63,255,168,Весна
#c0b05d,Spring Marsh,192,176,93,Весна
#be8a4a,spruce-yellow,190,138,74,Весна
#f2ab15,Squash,242,171,21,Весна
#fbb447,Squash Blossom,251,180,71,Весна
#ffd467,SQUASH BLOSSOM — Colour Smart – P290-5,255,212,103,Весна
#dba05e,SQUEAKY TOY — KILZ – D682,219,160,94,Весна
#dca25f,SQUEAKY TOY — KILZ – LD130-02,220,162,95,Весна
#beaa4a,Star Fruit Yellow Green,190,170,74,Весна
#ecf245,Starship,236,242,69,Весна
#e3dd39,Starship,227,221,57,Весна
#da8f67,Stazzema - 375 — Viero - Tollens,218,143,103,Весна
#ff9361,Strawberry Blonde,255,147,97,Весна
#ff6a11,Strong Orange,255,106,17,Весна
#ff7c11,Strong Orange,255,124,17,Весна
#ff7c1d,Strong Orange,255,124,29,Весна
#fb8721,Strong Orangish Yellow,251,135,33,Весна
#ff8929,Strong Orangish Yellow,255,137,41,Весна
#d2332e,Strong Red,210,51,46,Весна
#e7422b,Strong Reddish Orange,231,66,43,Весна
#ed532b,Strong Reddish Orange,237,83,43,Весна
#f64f2c,Strong Reddish Orange,246,79,44,Весна
#e75e48,Strong Yellowish Pink,231,94,72,Весна
#e76c51,Strong Yellowish Pink,231,108,81,Весна
#e8674b,Strong Yellowish Pink,232,103,75,Весна
#da9a5d,STUNNING GOLD — Colour Smart – M240-6,218,154,93,Весна
#d79043,Suede Vest,215,144,67,Весна
#cbb345,Sugar Leaves,203,179,69,Весна
#f1dd38,Sulfur yellow,241,221,56,Весна
#dbc058,SULFUR YELLOW — Colour Smart – P320-6,219,192,88,Весна
#efca76,Summer Blonde,239,202,118,Весна
#c8ad5f,SUMMER CHARTREUSE — KILZ – F552,200,173,95,Весна
#c9ae5f,SUMMER CHARTREUSE — KILZ – LF140-01,201,174,95,Весна
#ffe078,Summer Daffodil,255,224,120,Весна
#f2d178,Summertime,242,209,120,Весна
#fbac13,Sun,251,172,19,Весна
#ef8e38,Sun,239,142,56,Весна
#fdda5a,Sun CRT,253,218,90,Весна
#c4aa4d,Sun dance,196,170,77,Весна
#fa9d49,Sun shade,250,157,73,Весна
#b79056,Sun Valley Vista,183,144,86,Весна
#d27f63,sun-baked,210,127,99,Весна
#f48037,sun-orange,244,128,55,Весна
#b37256,sunburn,179,114,86,Весна
#edb36f,SUNBURST — Colour Smart – PPU6-03,237,179,111,Весна
#c9b35b,Sundance,201,179,91,Весна
#e4d422,Sunflower,228,212,34,Весна
#d39237,sunflower,211,146,55,Весна
#f0be3a,Sunflower,240,190,58,Весна
#f4ed72,Sunflower CRT,244,237,114,Весна
#e09e42,Sunflower Field,224,158,66,Весна
#e26a6a,Sunglo,226,106,106,Весна
#e16865,Sunglo,225,104,101,Весна
#c76155,Sunglo,199,97,85,Весна
#dba637,Sunny Disposition,219,166,55,Весна
#fab54d,Sunny Side,250,181,77,Весна
#f9ab1d,SUNNY SIDE UP — Colour Smart – P270-7,249,171,29,Весна
#eed053,Sunnyside Up,238,208,83,Весна
#ffdb67,Sunrose Yellow,255,219,103,Весна
#c0514a,Sunset,192,81,74,Весна
#f9a02d,Sunset Lane,249,160,45,Весна
#fe4c40,Sunset Orange,254,76,64,Весна
#f7c46c,sunset-gold,247,196,108,Весна
#ffd37e,Sunshade CRT,255,211,126,Весна
#f9b370,Sunstreak,249,179,112,Весна
#e4bf45,super-lemon,228,191,69,Весна
#ffc901,Supernova,255,201,1,Весна
#ffb437,Supernova,255,180,55,Весна
#ffe81c,Supernova CRT,255,232,28,Весна
#4bbebd,Surfie Green CRT,75,190,189,Весна
#ad8d54,SW 6131 — Sherwin Williams,173,141,84,Весна
#ad6153,SW 6333 — Sherwin Williams,173,97,83,Весна
#c37d5b,SW 6340 — Sherwin Williams,195,125,91,Весна
#c7805a,SW 6347 — Sherwin Williams,199,128,90,Весна
#c48757,SW 6354 — Sherwin Williams,196,135,87,Весна
#d69f67,SW 6360 — Sherwin Williams,214,159,103,Весна
#cd935c,SW 6361 — Sherwin Williams,205,147,92,Весна
#d5a25b,SW 6368 — Sherwin Williams,213,162,91,Весна
#c48f44,SW 6369 — Sherwin Williams,196,143,68,Весна
#e3b86c,SW 6374 — Sherwin Williams,227,184,108,Весна
#d3a154,SW 6375 — Sherwin Williams,211,161,84,Весна
#c58f3b,SW 6376 — Sherwin Williams,197,143,59,Весна
#dab56b,SW 6381 — Sherwin Williams,218,181,107,Весна
#d1a757,SW 6382 — Sherwin Williams,209,167,87,Весна
#c89942,SW 6383 — Sherwin Williams,200,153,66,Весна
#c9a35b,SW 6389 — Sherwin Williams,201,163,91,Весна
#bc9754,SW 6390 — Sherwin Williams,188,151,84,Весна
#c7ab58,SW 6395 — Sherwin Williams,199,171,88,Весна
#b89d4c,SW 6396 — Sherwin Williams,184,157,76,Весна
#b1a354,SW 6403 — Sherwin Williams,177,163,84,Весна
#ba4a49,SW 6600 — Sherwin Williams,186,74,73,Весна
#dd786c,SW 6606 — Sherwin Williams,221,120,108,Весна
#dc7d6a,SW 6613 — Sherwin Williams,220,125,106,Весна
#cb6453,SW 6614 — Sherwin Williams,203,100,83,Весна
#e07a5f,SW 6620 — Sherwin Williams,224,122,95,Весна
#c95e42,SW 6621 — Sherwin Williams,201,94,66,Весна
#e5986e,SW 6626 — Sherwin Williams,229,152,110,Весна
#da7f55,SW 6627 — Sherwin Williams,218,127,85,Весна
#e9a06c,SW 6633 — Sherwin Williams,233,160,108,Весна
#d88150,SW 6634 — Sherwin Williams,216,129,80,Весна
#f3b177,SW 6640 — Sherwin Williams,243,177,119,Весна
#e89a5d,SW 6641 — Sherwin Williams,232,154,93,Весна
#ca7c39,SW 6642 — Sherwin Williams,202,124,57,Весна
#e9a05e,SW 6648 — Sherwin Williams,233,160,94,Весна
#e08d4c,SW 6649 — Sherwin Williams,224,141,76,Весна
#d47a34,SW 6650 — Sherwin Williams,212,122,52,Весна
#e5a65d,SW 6655 — Sherwin Williams,229,166,93,Весна
#d89148,SW 6656 — Sherwin Williams,216,145,72,Весна
#d3853b,SW 6657 — Sherwin Williams,211,133,59,Весна
#ebb05f,SW 6662 — Sherwin Williams,235,176,95,Весна
#e09e4b,SW 6663 — Sherwin Williams,224,158,75,Весна
#f2c575,SW 6668 — Sherwin Williams,242,197,117,Весна
#e8b45a,SW 6669 — Sherwin Williams,232,180,90,Весна
#de9f2f,SW 6670 — Sherwin Williams,222,159,47,Весна
#f8d175,SW 6675 — Sherwin Williams,248,209,117,Весна
#f5c457,SW 6676 — Sherwin Williams,245,196,87,Весна
#eeb73e,SW 6677 — Sherwin Williams,238,183,62,Весна
#e1a225,SW 6678 — Sherwin Williams,225,162,37,Весна
#f2d270,SW 6682 — Sherwin Williams,242,210,112,Весна
#ecc350,SW 6683 — Sherwin Williams,236,195,80,Весна
#e5b73e,SW 6684 — Sherwin Williams,229,183,62,Весна
#e9cb5b,SW 6689 — Sherwin Williams,233,203,91,Весна
#ddb940,SW 6690 — Sherwin Williams,221,185,64,Весна
#e5cb60,SW 6696 — Sherwin Williams,229,203,96,Весна
#d5b845,SW 6697 — Sherwin Williams,213,184,69,Весна
#d3d05e,SW 6703 — Sherwin Williams,211,208,94,Весна
#aeb657,SW 6711 — Sherwin Williams,174,182,87,Весна
#53ad84,SW 6746 — Sherwin Williams,83,173,132,Весна
#d73930,SW 6867 — Sherwin Williams,215,57,48,Весна
#c4443d,SW 6870 — Sherwin Williams,196,68,61,Весна
#dd4e40,SW 6875 — Sherwin Williams,221,78,64,Весна
#e4644b,SW 6879 — Sherwin Williams,228,100,75,Весна
#dd5633,SW 6880 — Sherwin Williams,221,86,51,Весна
#e56f38,SW 6885 — Sherwin Williams,229,111,56,Весна
#e87431,SW 6886 — Sherwin Williams,232,116,49,Весна
#ef8826,SW 6887 — Sherwin Williams,239,136,38,Весна
#f5b561,SW 6889 — Sherwin Williams,245,181,97,Весна
#f4a63e,SW 6890 — Sherwin Williams,244,166,62,Весна
#f1921f,SW 6891 — Sherwin Williams,241,146,31,Весна
#ed8c1e,SW 6892 — Sherwin Williams,237,140,30,Весна
#f08a27,SW 6893 — Sherwin Williams,240,138,39,Весна
#f7ce69,SW 6897 — Sherwin Williams,247,206,105,Весна
#f8c048,SW 6898 — Sherwin Williams,248,192,72,Весна
#f8b222,SW 6899 — Sherwin Williams,248,178,34,Весна
#f6df77,SW 6901 — Sherwin Williams,246,223,119,Весна
#f9d445,SW 6902 — Sherwin Williams,249,212,69,Весна
#f7dc31,SW 6910 — Sherwin Williams,247,220,49,Весна
#e8da6b,SW 6913 — Sherwin Williams,232,218,107,Весна
#d1ce57,SW 6917 — Sherwin Williams,209,206,87,Весна
#51c0b6,SW 6938 — Sherwin Williams,81,192,182,Весна
#c77e5b,SW 7707 — Sherwin Williams,199,126,91,Весна
#b5744b,SW 7709 — Sherwin Williams,181,116,75,Весна
#eeb76b,SW 9013 — Sherwin Williams,238,183,107,Весна
#fbd073,SW 9019 — Sherwin Williams,251,208,115,Весна
#f4c454,SW 9020 — Sherwin Williams,244,196,84,Весна
#cebc55,SW 9030 — Sherwin Williams,206,188,85,Весна
#fa995d,Swan Beak,250,153,93,Весна
#c9aa37,SWEET & SOUR — Colour Smart – P320-7,201,170,55,Весна
#f9e176,Sweet corn,249,225,118,Весна
#e8a773,SWEET CURRY — Colour Smart – M230-5,232,167,115,Весна
#5fd1ba,Sweet Garden,95,209,186,Весна
#cf934a,SWEET MUSTARD — Colour Smart – M260-6,207,147,74,Весна
#ffac7a,Sweet Orange,255,172,122,Весна
#d87c3b,Sweet Potato,216,124,59,Весна
#f09662,Sweet Sorbet,240,150,98,Весна
#f6ae78,Tacao,246,174,120,Весна
#d6c562,Tacha,214,197,98,Весна
#d2b960,Tacha,210,185,96,Весна
#dc722a,Tahiti gold,220,114,42,Весна
#f6bf3d,Tahiti Gold CRT,246,191,61,Весна
#d0605a,Tamarillo CRT,208,96,90,Весна
#d99a6c,Tan (Crayola),217,154,108,Весна
#fa9d5a,Tan Hide,250,157,90,Весна
#d0b25c,Tanami Desert,208,178,92,Весна
#bb5c4d,TANDOORI — Colour Smart – M170-7,187,92,77,Весна
#fe7e03,tangelo,254,126,3,Весна
#cd5d34,Tangerine,205,93,52,Весна
#f88f58,tangerine,248,143,88,Весна
#ff8449,Tangerine Dream,255,132,73,Весна
#ff9e4b,Tangerine Tango,255,158,75,Весна
#dd4124,tangerine-tango,221,65,36,Весна
#ed7a1c,Tango,237,122,28,Весна
#d46f31,Tango,212,111,49,Весна
#ed5d15,Tango,237,93,21,Весна
#f8be69,Tango CRT,248,190,105,Весна
#bb9b52,TANGY GREEN — Colour Smart – M320-6,187,155,82,Весна
#c16860,TAPESTRY RED — Colour Smart – HDC-CL-10,193,104,96,Весна
#fb4d46,Tart Orange,251,77,70,Весна
#eb7738,TART ORANGE — Colour Smart – HDC-MD-27,235,119,56,Весна
