code,Название,Бюджет ($),Количество оценок на IMDb,Страна,Сборы в России ($),Время (мин.),Сборы в США ($),Жанр,Слоган,Количество оценок на Кинопоиск,Средняя оценка на Кинопоиск,Режиссер,Возраст,Премьера в мире,Средняя оценка на IMDb,Год производства,Прибыль ($),Средняя оценка,День выхода,Десятилетие
290,Пираты Карибского моря: Сундук мертвеца,225000000.0,664464,США,27512316,151,423315812.0,фэнтези,«Jack is back! Never trust a pirate!»,400799,8.088,Гор Вербински,12+,2006-06-24,7.3,2006,198315812.0,7.694,Суббота,2000
290,Пираты Карибского моря: Сундук мертвеца,225000000.0,664464,США,27512316,151,423315812.0,боевик,«Jack is back! Never trust a pirate!»,400799,8.088,Гор Вербински,12+,2006-06-24,7.3,2006,198315812.0,7.694,Суббота,2000
290,Пираты Карибского моря: Сундук мертвеца,225000000.0,664464,США,27512316,151,423315812.0,приключения,«Jack is back! Never trust a pirate!»,400799,8.088,Гор Вербински,12+,2006-06-24,7.3,2006,198315812.0,7.694,Суббота,2000
291,Тройной форсаж: Токийский дрифт,85000000.0,248195,США,5658087,104,62514415.0,боевик,«На улицах Токио слово «скорость» не нуждается в переводе»,118433,6.831,Джастин Лин,12+,2006-06-04,6.0,2006,-22485585.0,6.415,Воскресенье,2000
291,Тройной форсаж: Токийский дрифт,85000000.0,248195,США,5658087,104,62514415.0,криминал,«На улицах Токио слово «скорость» не нуждается в переводе»,118433,6.831,Джастин Лин,12+,2006-06-04,6.0,2006,-22485585.0,6.415,Воскресенье,2000
291,Тройной форсаж: Токийский дрифт,85000000.0,248195,США,5658087,104,62514415.0,мелодрама,«На улицах Токио слово «скорость» не нуждается в переводе»,118433,6.831,Джастин Лин,12+,2006-06-04,6.0,2006,-22485585.0,6.415,Воскресенье,2000
291,Тройной форсаж: Токийский дрифт,85000000.0,248195,США,5658087,104,62514415.0,триллер,«На улицах Токио слово «скорость» не нуждается в переводе»,118433,6.831,Джастин Лин,12+,2006-06-04,6.0,2006,-22485585.0,6.415,Воскресенье,2000
291,Тройной форсаж: Токийский дрифт,85000000.0,248195,Германия,5658087,104,62514415.0,боевик,«На улицах Токио слово «скорость» не нуждается в переводе»,118433,6.831,Джастин Лин,12+,2006-06-04,6.0,2006,-22485585.0,6.415,Воскресенье,2000
291,Тройной форсаж: Токийский дрифт,85000000.0,248195,Германия,5658087,104,62514415.0,криминал,«На улицах Токио слово «скорость» не нуждается в переводе»,118433,6.831,Джастин Лин,12+,2006-06-04,6.0,2006,-22485585.0,6.415,Воскресенье,2000
291,Тройной форсаж: Токийский дрифт,85000000.0,248195,Германия,5658087,104,62514415.0,мелодрама,«На улицах Токио слово «скорость» не нуждается в переводе»,118433,6.831,Джастин Лин,12+,2006-06-04,6.0,2006,-22485585.0,6.415,Воскресенье,2000
291,Тройной форсаж: Токийский дрифт,85000000.0,248195,Германия,5658087,104,62514415.0,триллер,«На улицах Токио слово «скорость» не нуждается в переводе»,118433,6.831,Джастин Лин,12+,2006-06-04,6.0,2006,-22485585.0,6.415,Воскресенье,2000
291,Тройной форсаж: Токийский дрифт,85000000.0,248195,Япония,5658087,104,62514415.0,боевик,«На улицах Токио слово «скорость» не нуждается в переводе»,118433,6.831,Джастин Лин,12+,2006-06-04,6.0,2006,-22485585.0,6.415,Воскресенье,2000
291,Тройной форсаж: Токийский дрифт,85000000.0,248195,Япония,5658087,104,62514415.0,криминал,«На улицах Токио слово «скорость» не нуждается в переводе»,118433,6.831,Джастин Лин,12+,2006-06-04,6.0,2006,-22485585.0,6.415,Воскресенье,2000
291,Тройной форсаж: Токийский дрифт,85000000.0,248195,Япония,5658087,104,62514415.0,мелодрама,«На улицах Токио слово «скорость» не нуждается в переводе»,118433,6.831,Джастин Лин,12+,2006-06-04,6.0,2006,-22485585.0,6.415,Воскресенье,2000
291,Тройной форсаж: Токийский дрифт,85000000.0,248195,Япония,5658087,104,62514415.0,триллер,«На улицах Токио слово «скорость» не нуждается в переводе»,118433,6.831,Джастин Лин,12+,2006-06-04,6.0,2006,-22485585.0,6.415,Воскресенье,2000
295,Дом у озера,40000000.0,142508,США,49553,99,52330111.0,фэнтези,«Можно ли полюбить с первого слова?»,137124,7.817,Алехандро Агрести,12+,2006-06-16,6.8,2006,12330111.0,7.309,Пятница,2000
295,Дом у озера,40000000.0,142508,США,49553,99,52330111.0,драма,«Можно ли полюбить с первого слова?»,137124,7.817,Алехандро Агрести,12+,2006-06-16,6.8,2006,12330111.0,7.309,Пятница,2000
295,Дом у озера,40000000.0,142508,США,49553,99,52330111.0,мелодрама,«Можно ли полюбить с первого слова?»,137124,7.817,Алехандро Агрести,12+,2006-06-16,6.8,2006,12330111.0,7.309,Пятница,2000
300,Люди Икс: Последняя битва,210000000.0,489131,Канада,6071371,100,234362462.0,фантастика,«На чьей стороне будешь ты?»,159342,7.311,Бретт Рэтнер,12+,2006-05-22,6.7,2006,24362462.0,7.005,Понедельник,2000
300,Люди Икс: Последняя битва,210000000.0,489131,Канада,6071371,100,234362462.0,боевик,«На чьей стороне будешь ты?»,159342,7.311,Бретт Рэтнер,12+,2006-05-22,6.7,2006,24362462.0,7.005,Понедельник,2000
300,Люди Икс: Последняя битва,210000000.0,489131,Канада,6071371,100,234362462.0,триллер,«На чьей стороне будешь ты?»,159342,7.311,Бретт Рэтнер,12+,2006-05-22,6.7,2006,24362462.0,7.005,Понедельник,2000
300,Люди Икс: Последняя битва,210000000.0,489131,Канада,6071371,100,234362462.0,приключения,«На чьей стороне будешь ты?»,159342,7.311,Бретт Рэтнер,12+,2006-05-22,6.7,2006,24362462.0,7.005,Понедельник,2000
300,Люди Икс: Последняя битва,210000000.0,489131,США,6071371,100,234362462.0,фантастика,«На чьей стороне будешь ты?»,159342,7.311,Бретт Рэтнер,12+,2006-05-22,6.7,2006,24362462.0,7.005,Понедельник,2000
300,Люди Икс: Последняя битва,210000000.0,489131,США,6071371,100,234362462.0,боевик,«На чьей стороне будешь ты?»,159342,7.311,Бретт Рэтнер,12+,2006-05-22,6.7,2006,24362462.0,7.005,Понедельник,2000
300,Люди Икс: Последняя битва,210000000.0,489131,США,6071371,100,234362462.0,триллер,«На чьей стороне будешь ты?»,159342,7.311,Бретт Рэтнер,12+,2006-05-22,6.7,2006,24362462.0,7.005,Понедельник,2000
300,Люди Икс: Последняя битва,210000000.0,489131,США,6071371,100,234362462.0,приключения,«На чьей стороне будешь ты?»,159342,7.311,Бретт Рэтнер,12+,2006-05-22,6.7,2006,24362462.0,7.005,Понедельник,2000
300,Люди Икс: Последняя битва,210000000.0,489131,Великобритания,6071371,100,234362462.0,фантастика,«На чьей стороне будешь ты?»,159342,7.311,Бретт Рэтнер,12+,2006-05-22,6.7,2006,24362462.0,7.005,Понедельник,2000
300,Люди Икс: Последняя битва,210000000.0,489131,Великобритания,6071371,100,234362462.0,боевик,«На чьей стороне будешь ты?»,159342,7.311,Бретт Рэтнер,12+,2006-05-22,6.7,2006,24362462.0,7.005,Понедельник,2000
300,Люди Икс: Последняя битва,210000000.0,489131,Великобритания,6071371,100,234362462.0,триллер,«На чьей стороне будешь ты?»,159342,7.311,Бретт Рэтнер,12+,2006-05-22,6.7,2006,24362462.0,7.005,Понедельник,2000
300,Люди Икс: Последняя битва,210000000.0,489131,Великобритания,6071371,100,234362462.0,приключения,«На чьей стороне будешь ты?»,159342,7.311,Бретт Рэтнер,12+,2006-05-22,6.7,2006,24362462.0,7.005,Понедельник,2000
301,Код Да Винчи,125000000.0,407954,США,11340000,149,217536138.0,триллер,«So Dark The Con of Man»,163500,7.31,Рон Ховард,12+,2006-05-17,6.6,2006,92536138.0,6.955,Среда,2000
301,Код Да Винчи,125000000.0,407954,США,11340000,149,217536138.0,детектив,«So Dark The Con of Man»,163500,7.31,Рон Ховард,12+,2006-05-17,6.6,2006,92536138.0,6.955,Среда,2000
301,Код Да Винчи,125000000.0,407954,Мальта,11340000,149,217536138.0,триллер,«So Dark The Con of Man»,163500,7.31,Рон Ховард,12+,2006-05-17,6.6,2006,92536138.0,6.955,Среда,2000
301,Код Да Винчи,125000000.0,407954,Мальта,11340000,149,217536138.0,детектив,«So Dark The Con of Man»,163500,7.31,Рон Ховард,12+,2006-05-17,6.6,2006,92536138.0,6.955,Среда,2000
301,Код Да Винчи,125000000.0,407954,Франция,11340000,149,217536138.0,триллер,«So Dark The Con of Man»,163500,7.31,Рон Ховард,12+,2006-05-17,6.6,2006,92536138.0,6.955,Среда,2000
301,Код Да Винчи,125000000.0,407954,Франция,11340000,149,217536138.0,детектив,«So Dark The Con of Man»,163500,7.31,Рон Ховард,12+,2006-05-17,6.6,2006,92536138.0,6.955,Среда,2000
301,Код Да Винчи,125000000.0,407954,Великобритания,11340000,149,217536138.0,триллер,«So Dark The Con of Man»,163500,7.31,Рон Ховард,12+,2006-05-17,6.6,2006,92536138.0,6.955,Среда,2000
