code,Название,Бюджет ($),Количество оценок на IMDb,Страна,Сборы в России ($),Время (мин.),Сборы в США ($),Жанр,Слоган,Количество оценок на Кинопоиск,Средняя оценка на Кинопоиск,Режиссер,Возраст,Премьера в мире,Средняя оценка на IMDb,Год производства,Прибыль ($),Средняя оценка,День выхода,Десятилетие
223,Ван Хельсинг,160000000.0,248525,Чехия,8175000,131,120177084.0,фэнтези,-,218722,7.572,Стивен Соммерс,12+,2004-05-03,6.1,2004,-39822916.0,6.836,Понедельник,2000
223,Ван Хельсинг,160000000.0,248525,Чехия,8175000,131,120177084.0,боевик,-,218722,7.572,Стивен Соммерс,12+,2004-05-03,6.1,2004,-39822916.0,6.836,Понедельник,2000
223,Ван Хельсинг,160000000.0,248525,Чехия,8175000,131,120177084.0,приключения,-,218722,7.572,Стивен Соммерс,12+,2004-05-03,6.1,2004,-39822916.0,6.836,Понедельник,2000
223,Ван Хельсинг,160000000.0,248525,Румыния,8175000,131,120177084.0,фэнтези,-,218722,7.572,Стивен Соммерс,12+,2004-05-03,6.1,2004,-39822916.0,6.836,Понедельник,2000
223,Ван Хельсинг,160000000.0,248525,Румыния,8175000,131,120177084.0,боевик,-,218722,7.572,Стивен Соммерс,12+,2004-05-03,6.1,2004,-39822916.0,6.836,Понедельник,2000
223,Ван Хельсинг,160000000.0,248525,Румыния,8175000,131,120177084.0,приключения,-,218722,7.572,Стивен Соммерс,12+,2004-05-03,6.1,2004,-39822916.0,6.836,Понедельник,2000
225,Малышка на миллион,30000000.0,646243,США,365000,132,100492203.0,драма,"«Beyond his silence, there is a past. Beyond her dreams, there is a feeling. Beyond hope, there is a memory. Beyond their journey, there is a love»",200176,8.071,Клинт Иствуд,12+,2004-12-05,8.1,2004,70492203.0,8.085,Воскресенье,2000
225,Малышка на миллион,30000000.0,646243,США,365000,132,100492203.0,спорт,"«Beyond his silence, there is a past. Beyond her dreams, there is a feeling. Beyond hope, there is a memory. Beyond their journey, there is a love»",200176,8.071,Клинт Иствуд,12+,2004-12-05,8.1,2004,70492203.0,8.085,Воскресенье,2000
228,Дневник памяти,29000000.0,530590,США,450000,124,81001787.0,драма,«За каждой большой любовью стоит большая история»,302105,8.248,Ник Кассаветис,12+,2004-05-20,7.8,2004,52001787.0,8.024,Четверг,2000
228,Дневник памяти,29000000.0,530590,США,450000,124,81001787.0,мелодрама,«За каждой большой любовью стоит большая история»,302105,8.248,Ник Кассаветис,12+,2004-05-20,7.8,2004,52001787.0,8.024,Четверг,2000
229,Знакомство с Факерами,80000000.0,256015,США,5770000,115,279261160.0,мелодрама,«Семья не приходит одна»,102410,7.096,Джей Роуч,12+,2004-12-16,6.3,2004,199261160.0,6.698,Четверг,2000
229,Знакомство с Факерами,80000000.0,256015,США,5770000,115,279261160.0,комедия,«Семья не приходит одна»,102410,7.096,Джей Роуч,12+,2004-12-16,6.3,2004,199261160.0,6.698,Четверг,2000
230,Хористы,,58513,Франция,50500,95,2087128.0,драма,-,114987,8.276,Кристоф Барратье,12+,2004-03-17,7.9,2004,,8.088,Среда,2000
230,Хористы,,58513,Франция,50500,95,2087128.0,музыка,-,114987,8.276,Кристоф Барратье,12+,2004-03-17,7.9,2004,,8.088,Среда,2000
230,Хористы,,58513,Швейцария,50500,95,2087128.0,драма,-,114987,8.276,Кристоф Барратье,12+,2004-03-17,7.9,2004,,8.088,Среда,2000
230,Хористы,,58513,Швейцария,50500,95,2087128.0,музыка,-,114987,8.276,Кристоф Барратье,12+,2004-03-17,7.9,2004,,8.088,Среда,2000
230,Хористы,,58513,Германия,50500,95,2087128.0,драма,-,114987,8.276,Кристоф Барратье,12+,2004-03-17,7.9,2004,,8.088,Среда,2000
230,Хористы,,58513,Германия,50500,95,2087128.0,музыка,-,114987,8.276,Кристоф Барратье,12+,2004-03-17,7.9,2004,,8.088,Среда,2000
232,Превосходство Борна,75000000.0,440283,Германия,2310000,108,176241941.0,боевик,«Они украли у него жизнь. Он хочет ее вернуть»,107422,7.698,Пол Гринграсс,12+,2004-07-16,7.7,2004,101241941.0,7.699,Пятница,2000
232,Превосходство Борна,75000000.0,440283,Германия,2310000,108,176241941.0,триллер,«Они украли у него жизнь. Он хочет ее вернуть»,107422,7.698,Пол Гринграсс,12+,2004-07-16,7.7,2004,101241941.0,7.699,Пятница,2000
232,Превосходство Борна,75000000.0,440283,Германия,2310000,108,176241941.0,детектив,«Они украли у него жизнь. Он хочет ее вернуть»,107422,7.698,Пол Гринграсс,12+,2004-07-16,7.7,2004,101241941.0,7.699,Пятница,2000
233,Гарри Поттер и узник Азкабана,130000000.0,564995,США,7800000,142,249541069.0,фэнтези,«Всё изменится»,428970,8.152,Альфонсо Куарон,12+,2004-05-23,7.9,2004,119541069.0,8.026,Воскресенье,2000
233,Гарри Поттер и узник Азкабана,130000000.0,564995,США,7800000,142,249541069.0,приключения,«Всё изменится»,428970,8.152,Альфонсо Куарон,12+,2004-05-23,7.9,2004,119541069.0,8.026,Воскресенье,2000
233,Гарри Поттер и узник Азкабана,130000000.0,564995,США,7800000,142,249541069.0,семейный,«Всё изменится»,428970,8.152,Альфонсо Куарон,12+,2004-05-23,7.9,2004,119541069.0,8.026,Воскресенье,2000
236,"Я, робот",120000000.0,505399,Германия,6010000,115,144801023.0,фантастика,«Предвидел только он»,276265,7.824,Алекс Пройас,12+,2004-07-07,7.1,2004,24801023.0,7.462,Среда,2000
236,"Я, робот",120000000.0,505399,Германия,6010000,115,144801023.0,боевик,«Предвидел только он»,276265,7.824,Алекс Пройас,12+,2004-07-07,7.1,2004,24801023.0,7.462,Среда,2000
236,"Я, робот",120000000.0,505399,Германия,6010000,115,144801023.0,триллер,«Предвидел только он»,276265,7.824,Алекс Пройас,12+,2004-07-07,7.1,2004,24801023.0,7.462,Среда,2000
236,"Я, робот",120000000.0,505399,Германия,6010000,115,144801023.0,драма,«Предвидел только он»,276265,7.824,Алекс Пройас,12+,2004-07-07,7.1,2004,24801023.0,7.462,Среда,2000
237,Тайное окно,40000000.0,184820,США,1250000,96,48022900.0,триллер,«Некоторые окна никогда не должны открываться»,121606,7.205,Дэвид Кепп,12+,2004-03-07,6.5,2004,8022900.0,6.853,Воскресенье,2000
237,Тайное окно,40000000.0,184820,США,1250000,96,48022900.0,детектив,«Некоторые окна никогда не должны открываться»,121606,7.205,Дэвид Кепп,12+,2004-03-07,6.5,2004,8022900.0,6.853,Воскресенье,2000
242,Сокровище нации,100000000.0,308836,США,5330000,131,173008894.0,боевик,"«Эта тайна хранилась веками... Он думал, что почти разгадал её... Но она оказалась лишь еще одним звеном на пути к сокровищу»",119630,7.649,Джон Тёртлтауб,12+,2004-11-08,6.9,2004,73008894.0,7.274,Понедельник,2000
242,Сокровище нации,100000000.0,308836,США,5330000,131,173008894.0,триллер,"«Эта тайна хранилась веками... Он думал, что почти разгадал её... Но она оказалась лишь еще одним звеном на пути к сокровищу»",119630,7.649,Джон Тёртлтауб,12+,2004-11-08,6.9,2004,73008894.0,7.274,Понедельник,2000
242,Сокровище нации,100000000.0,308836,США,5330000,131,173008894.0,детектив,"«Эта тайна хранилась веками... Он думал, что почти разгадал её... Но она оказалась лишь еще одним звеном на пути к сокровищу»",119630,7.649,Джон Тёртлтауб,12+,2004-11-08,6.9,2004,73008894.0,7.274,Понедельник,2000
242,Сокровище нации,100000000.0,308836,США,5330000,131,173008894.0,приключения,"«Эта тайна хранилась веками... Он думал, что почти разгадал её... Но она оказалась лишь еще одним звеном на пути к сокровищу»",119630,7.649,Джон Тёртлтауб,12+,2004-11-08,6.9,2004,73008894.0,7.274,Понедельник,2000
244,Послезавтра,125000000.0,421552,США,9960000,124,186740799.0,фантастика,«Где будешь ты?»,242275,7.664,Роланд Эммерих,12+,2004-05-17,6.4,2004,61740799.0,7.032,Понедельник,2000
244,Послезавтра,125000000.0,421552,США,9960000,124,186740799.0,триллер,«Где будешь ты?»,242275,7.664,Роланд Эммерих,12+,2004-05-17,6.4,2004,61740799.0,7.032,Понедельник,2000
244,Послезавтра,125000000.0,421552,США,9960000,124,186740799.0,драма,«Где будешь ты?»,242275,7.664,Роланд Эммерих,12+,2004-05-17,6.4,2004,61740799.0,7.032,Понедельник,2000
244,Послезавтра,125000000.0,421552,США,9960000,124,186740799.0,приключения,«Где будешь ты?»,242275,7.664,Роланд Эммерих,12+,2004-05-17,6.4,2004,61740799.0,7.032,Понедельник,2000
245,Терминал,60000000.0,416022,США,1880000,124,77872883.0,драма,«Жизнь - это ожидание»,254275,8.7,Стивен Спилберг,12+,2004-06-09,7.4,2004,17872883.0,7.735,Среда,2000
245,Терминал,60000000.0,416022,США,1880000,124,77872883.0,мелодрама,«Жизнь - это ожидание»,254275,8.7,Стивен Спилберг,12+,2004-06-09,7.4,2004,17872883.0,7.735,Среда,2000
245,Терминал,60000000.0,416022,США,1880000,124,77872883.0,комедия,«Жизнь - это ожидание»,254275,8.7,Стивен Спилберг,12+,2004-06-09,7.4,2004,17872883.0,7.735,Среда,2000
247,Фантастическая четверка,100000000.0,314707,Германия,2377000,106,154696080.0,фантастика,«Prepare for the fantastic»,106550,6.676,Тим Стори,12+,2005-06-29,5.7,2005,54696080.0,6.188,Среда,2000
247,Фантастическая четверка,100000000.0,314707,Германия,2377000,106,154696080.0,фэнтези,«Prepare for the fantastic»,106550,6.676,Тим Стори,12+,2005-06-29,5.7,2005,54696080.0,6.188,Среда,2000
247,Фантастическая четверка,100000000.0,314707,Германия,2377000,106,154696080.0,боевик,«Prepare for the fantastic»,106550,6.676,Тим Стори,12+,2005-06-29,5.7,2005,54696080.0,6.188,Среда,2000
247,Фантастическая четверка,100000000.0,314707,Германия,2377000,106,154696080.0,приключения,«Prepare for the fantastic»,106550,6.676,Тим Стори,12+,2005-06-29,5.7,2005,54696080.0,6.188,Среда,2000
249,Правила съема: Метод Хитча,70000000.0,299707,США,3720000,117,179495555.0,мелодрама,«The cure for the common man»,180485,7.744,Энди Теннант,12+,2005-02-10,6.6,2005,109495555.0,7.172,Четверг,2000
249,Правила съема: Метод Хитча,70000000.0,299707,США,3720000,117,179495555.0,комедия,«The cure for the common man»,180485,7.744,Энди Теннант,12+,2005-02-10,6.6,2005,109495555.0,7.172,Четверг,2000
252,Между небом и землей,58000000.0,100776,США,1900000,95,48318130.0,фэнтези,«Только любви все под силу»,108051,7.623,Марк Уотерс,12+,2005-09-16,6.7,2005,-9681870.0,7.162,Пятница,2000
252,Между небом и землей,58000000.0,100776,США,1900000,95,48318130.0,драма,«Только любви все под силу»,108051,7.623,Марк Уотерс,12+,2005-09-16,6.7,2005,-9681870.0,7.162,Пятница,2000
252,Между небом и землей,58000000.0,100776,США,1900000,95,48318130.0,мелодрама,«Только любви все под силу»,108051,7.623,Марк Уотерс,12+,2005-09-16,6.7,2005,-9681870.0,7.162,Пятница,2000
252,Между небом и землей,58000000.0,100776,США,1900000,95,48318130.0,комедия,«Только любви все под силу»,108051,7.623,Марк Уотерс,12+,2005-09-16,6.7,2005,-9681870.0,7.162,Пятница,2000
253,Братья Гримм,88000000.0,117184,США,3220000,118,37916267.0,ужасы,«И с той поры жили они счастливо»,106785,7.1,Терри Гиллиам,12+,2005-08-26,5.9,2005,-50083733.0,6.455,Пятница,2000
253,Братья Гримм,88000000.0,117184,США,3220000,118,37916267.0,фэнтези,«И с той поры жили они счастливо»,106785,7.1,Терри Гиллиам,12+,2005-08-26,5.9,2005,-50083733.0,6.455,Пятница,2000
253,Братья Гримм,88000000.0,117184,США,3220000,118,37916267.0,боевик,«И с той поры жили они счастливо»,106785,7.1,Терри Гиллиам,12+,2005-08-26,5.9,2005,-50083733.0,6.455,Пятница,2000
253,Братья Гримм,88000000.0,117184,США,3220000,118,37916267.0,триллер,«И с той поры жили они счастливо»,106785,7.1,Терри Гиллиам,12+,2005-08-26,5.9,2005,-50083733.0,6.455,Пятница,2000
253,Братья Гримм,88000000.0,117184,США,3220000,118,37916267.0,комедия,«И с той поры жили они счастливо»,106785,7.1,Терри Гиллиам,12+,2005-08-26,5.9,2005,-50083733.0,6.455,Пятница,2000
253,Братья Гримм,88000000.0,117184,США,3220000,118,37916267.0,детектив,«И с той поры жили они счастливо»,106785,7.1,Терри Гиллиам,12+,2005-08-26,5.9,2005,-50083733.0,6.455,Пятница,2000
253,Братья Гримм,88000000.0,117184,США,3220000,118,37916267.0,приключения,«И с той поры жили они счастливо»,106785,7.1,Терри Гиллиам,12+,2005-08-26,5.9,2005,-50083733.0,6.455,Пятница,2000
253,Братья Гримм,88000000.0,117184,Чехия,3220000,118,37916267.0,ужасы,«И с той поры жили они счастливо»,106785,7.1,Терри Гиллиам,12+,2005-08-26,5.9,2005,-50083733.0,6.455,Пятница,2000
253,Братья Гримм,88000000.0,117184,Чехия,3220000,118,37916267.0,фэнтези,«И с той поры жили они счастливо»,106785,7.1,Терри Гиллиам,12+,2005-08-26,5.9,2005,-50083733.0,6.455,Пятница,2000
253,Братья Гримм,88000000.0,117184,Чехия,3220000,118,37916267.0,боевик,«И с той поры жили они счастливо»,106785,7.1,Терри Гиллиам,12+,2005-08-26,5.9,2005,-50083733.0,6.455,Пятница,2000
253,Братья Гримм,88000000.0,117184,Чехия,3220000,118,37916267.0,триллер,«И с той поры жили они счастливо»,106785,7.1,Терри Гиллиам,12+,2005-08-26,5.9,2005,-50083733.0,6.455,Пятница,2000
253,Братья Гримм,88000000.0,117184,Чехия,3220000,118,37916267.0,комедия,«И с той поры жили они счастливо»,106785,7.1,Терри Гиллиам,12+,2005-08-26,5.9,2005,-50083733.0,6.455,Пятница,2000
253,Братья Гримм,88000000.0,117184,Чехия,3220000,118,37916267.0,детектив,«И с той поры жили они счастливо»,106785,7.1,Терри Гиллиам,12+,2005-08-26,5.9,2005,-50083733.0,6.455,Пятница,2000
253,Братья Гримм,88000000.0,117184,Чехия,3220000,118,37916267.0,приключения,«И с той поры жили они счастливо»,106785,7.1,Терри Гиллиам,12+,2005-08-26,5.9,2005,-50083733.0,6.455,Пятница,2000
253,Братья Гримм,88000000.0,117184,Великобритания,3220000,118,37916267.0,ужасы,«И с той поры жили они счастливо»,106785,7.1,Терри Гиллиам,12+,2005-08-26,5.9,2005,-50083733.0,6.455,Пятница,2000
253,Братья Гримм,88000000.0,117184,Великобритания,3220000,118,37916267.0,фэнтези,«И с той поры жили они счастливо»,106785,7.1,Терри Гиллиам,12+,2005-08-26,5.9,2005,-50083733.0,6.455,Пятница,2000
253,Братья Гримм,88000000.0,117184,Великобритания,3220000,118,37916267.0,боевик,«И с той поры жили они счастливо»,106785,7.1,Терри Гиллиам,12+,2005-08-26,5.9,2005,-50083733.0,6.455,Пятница,2000
253,Братья Гримм,88000000.0,117184,Великобритания,3220000,118,37916267.0,триллер,«И с той поры жили они счастливо»,106785,7.1,Терри Гиллиам,12+,2005-08-26,5.9,2005,-50083733.0,6.455,Пятница,2000
253,Братья Гримм,88000000.0,117184,Великобритания,3220000,118,37916267.0,комедия,«И с той поры жили они счастливо»,106785,7.1,Терри Гиллиам,12+,2005-08-26,5.9,2005,-50083733.0,6.455,Пятница,2000
253,Братья Гримм,88000000.0,117184,Великобритания,3220000,118,37916267.0,детектив,«И с той поры жили они счастливо»,106785,7.1,Терри Гиллиам,12+,2005-08-26,5.9,2005,-50083733.0,6.455,Пятница,2000
253,Братья Гримм,88000000.0,117184,Великобритания,3220000,118,37916267.0,приключения,«И с той поры жили они счастливо»,106785,7.1,Терри Гиллиам,12+,2005-08-26,5.9,2005,-50083733.0,6.455,Пятница,2000
254,"Хроники Нарнии: Лев, колдунья и волшебный шкаф",180000000.0,372489,США,8098706,143,291710957.0,фэнтези,«Начало великой саги»,190644,7.297,Эндрю Адамсон,12+,2005-12-07,6.9,2005,111710957.0,7.098,Среда,2000
254,"Хроники Нарнии: Лев, колдунья и волшебный шкаф",180000000.0,372489,США,8098706,143,291710957.0,приключения,«Начало великой саги»,190644,7.297,Эндрю Адамсон,12+,2005-12-07,6.9,2005,111710957.0,7.098,Среда,2000
254,"Хроники Нарнии: Лев, колдунья и волшебный шкаф",180000000.0,372489,США,8098706,143,291710957.0,семейный,«Начало великой саги»,190644,7.297,Эндрю Адамсон,12+,2005-12-07,6.9,2005,111710957.0,7.098,Среда,2000
259,Нокдаун,88000000.0,178414,США,605000,144,61649911.0,драма,«Самый знаменитый боксер Америки»,123714,8.2,Рон Ховард,12+,2005-05-23,8.0,2005,-26350089.0,8.1,Понедельник,2000
259,Нокдаун,88000000.0,178414,США,605000,144,61649911.0,мелодрама,«Самый знаменитый боксер Америки»,123714,8.2,Рон Ховард,12+,2005-05-23,8.0,2005,-26350089.0,8.1,Понедельник,2000
259,Нокдаун,88000000.0,178414,США,605000,144,61649911.0,биография,«Самый знаменитый боксер Америки»,123714,8.2,Рон Ховард,12+,2005-05-23,8.0,2005,-26350089.0,8.1,Понедельник,2000
259,Нокдаун,88000000.0,178414,США,605000,144,61649911.0,история,«Самый знаменитый боксер Америки»,123714,8.2,Рон Ховард,12+,2005-05-23,8.0,2005,-26350089.0,8.1,Понедельник,2000
259,Нокдаун,88000000.0,178414,США,605000,144,61649911.0,спорт,«Самый знаменитый боксер Америки»,123714,8.2,Рон Ховард,12+,2005-05-23,8.0,2005,-26350089.0,8.1,Понедельник,2000
261,Мемуары гейши,85000000.0,139771,США,1875000,145,57490508.0,драма,-,109469,7.968,Роб Маршалл,12+,2005-11-29,7.3,2005,-27509492.0,7.634,Вторник,2000
261,Мемуары гейши,85000000.0,139771,США,1875000,145,57490508.0,мелодрама,-,109469,7.968,Роб Маршалл,12+,2005-11-29,7.3,2005,-27509492.0,7.634,Вторник,2000
261,Мемуары гейши,85000000.0,139771,Япония,1875000,145,57490508.0,драма,-,109469,7.968,Роб Маршалл,12+,2005-11-29,7.3,2005,-27509492.0,7.634,Вторник,2000
261,Мемуары гейши,85000000.0,139771,Япония,1875000,145,57490508.0,мелодрама,-,109469,7.968,Роб Маршалл,12+,2005-11-29,7.3,2005,-27509492.0,7.634,Вторник,2000
261,Мемуары гейши,85000000.0,139771,Франция,1875000,145,57490508.0,драма,-,109469,7.968,Роб Маршалл,12+,2005-11-29,7.3,2005,-27509492.0,7.634,Вторник,2000
261,Мемуары гейши,85000000.0,139771,Франция,1875000,145,57490508.0,мелодрама,-,109469,7.968,Роб Маршалл,12+,2005-11-29,7.3,2005,-27509492.0,7.634,Вторник,2000
265,Звёздные войны: Эпизод 3 – Месть Ситхов,113000000.0,724965,США,8360000,140,380270577.0,фантастика,«Сага окончена»,266223,8.062,Джордж Лукас,12+,2005-05-12,7.5,2005,267270577.0,7.781,Четверг,2000
265,Звёздные войны: Эпизод 3 – Месть Ситхов,113000000.0,724965,США,8360000,140,380270577.0,боевик,«Сага окончена»,266223,8.062,Джордж Лукас,12+,2005-05-12,7.5,2005,267270577.0,7.781,Четверг,2000
265,Звёздные войны: Эпизод 3 – Месть Ситхов,113000000.0,724965,США,8360000,140,380270577.0,фэнтези,«Сага окончена»,266223,8.062,Джордж Лукас,12+,2005-05-12,7.5,2005,267270577.0,7.781,Четверг,2000
265,Звёздные войны: Эпизод 3 – Месть Ситхов,113000000.0,724965,США,8360000,140,380270577.0,приключения,«Сага окончена»,266223,8.062,Джордж Лукас,12+,2005-05-12,7.5,2005,267270577.0,7.781,Четверг,2000
267,Белый плен,40000000.0,62004,США,,120,81612565.0,драма,"«Трогательная история о дружбе, основанная на реальных событиях»",128962,8.117,Фрэнк Маршалл,12+,2006-02-17,7.3,2005,41612565.0,7.709,Пятница,2000
267,Белый плен,40000000.0,62004,США,,120,81612565.0,приключения,"«Трогательная история о дружбе, основанная на реальных событиях»",128962,8.117,Фрэнк Маршалл,12+,2006-02-17,7.3,2005,41612565.0,7.709,Пятница,2000
267,Белый плен,40000000.0,62004,США,,120,81612565.0,семейный,"«Трогательная история о дружбе, основанная на реальных событиях»",128962,8.117,Фрэнк Маршалл,12+,2006-02-17,7.3,2005,41612565.0,7.709,Пятница,2000
267,Белый плен,40000000.0,62004,Канада,,120,81612565.0,драма,"«Трогательная история о дружбе, основанная на реальных событиях»",128962,8.117,Фрэнк Маршалл,12+,2006-02-17,7.3,2005,41612565.0,7.709,Пятница,2000
267,Белый плен,40000000.0,62004,Канада,,120,81612565.0,приключения,"«Трогательная история о дружбе, основанная на реальных событиях»",128962,8.117,Фрэнк Маршалл,12+,2006-02-17,7.3,2005,41612565.0,7.709,Пятница,2000
267,Белый плен,40000000.0,62004,Канада,,120,81612565.0,семейный,"«Трогательная история о дружбе, основанная на реальных событиях»",128962,8.117,Фрэнк Маршалл,12+,2006-02-17,7.3,2005,41612565.0,7.709,Пятница,2000
267,Белый плен,40000000.0,62004,Антарктида,,120,81612565.0,драма,"«Трогательная история о дружбе, основанная на реальных событиях»",128962,8.117,Фрэнк Маршалл,12+,2006-02-17,7.3,2005,41612565.0,7.709,Пятница,2000
267,Белый плен,40000000.0,62004,Антарктида,,120,81612565.0,приключения,"«Трогательная история о дружбе, основанная на реальных событиях»",128962,8.117,Фрэнк Маршалл,12+,2006-02-17,7.3,2005,41612565.0,7.709,Пятница,2000
267,Белый плен,40000000.0,62004,Антарктида,,120,81612565.0,семейный,"«Трогательная история о дружбе, основанная на реальных событиях»",128962,8.117,Фрэнк Маршалл,12+,2006-02-17,7.3,2005,41612565.0,7.709,Пятница,2000
270,Остров,126000000.0,303012,США,3080000,136,35818913.0,фантастика,«Вы были избраны»,132246,7.512,Майкл Бэй,12+,2005-07-11,6.8,2005,-90181087.0,7.156,Понедельник,2000
270,Остров,126000000.0,303012,США,3080000,136,35818913.0,боевик,«Вы были избраны»,132246,7.512,Майкл Бэй,12+,2005-07-11,6.8,2005,-90181087.0,7.156,Понедельник,2000
270,Остров,126000000.0,303012,США,3080000,136,35818913.0,триллер,«Вы были избраны»,132246,7.512,Майкл Бэй,12+,2005-07-11,6.8,2005,-90181087.0,7.156,Понедельник,2000
272,Чарли и шоколадная фабрика,150000000.0,437584,США,1140000,115,206459076.0,мюзикл,«Приготовьтесь к шоколадному вкусу приключений»,279349,7.588,Тим Бёртон,6+,2005-07-10,6.6,2005,56459076.0,7.094,Воскресенье,2000
272,Чарли и шоколадная фабрика,150000000.0,437584,США,1140000,115,206459076.0,фэнтези,«Приготовьтесь к шоколадному вкусу приключений»,279349,7.588,Тим Бёртон,6+,2005-07-10,6.6,2005,56459076.0,7.094,Воскресенье,2000
272,Чарли и шоколадная фабрика,150000000.0,437584,США,1140000,115,206459076.0,комедия,«Приготовьтесь к шоколадному вкусу приключений»,279349,7.588,Тим Бёртон,6+,2005-07-10,6.6,2005,56459076.0,7.094,Воскресенье,2000
272,Чарли и шоколадная фабрика,150000000.0,437584,США,1140000,115,206459076.0,приключения,«Приготовьтесь к шоколадному вкусу приключений»,279349,7.588,Тим Бёртон,6+,2005-07-10,6.6,2005,56459076.0,7.094,Воскресенье,2000
272,Чарли и шоколадная фабрика,150000000.0,437584,США,1140000,115,206459076.0,семейный,«Приготовьтесь к шоколадному вкусу приключений»,279349,7.588,Тим Бёртон,6+,2005-07-10,6.6,2005,56459076.0,7.094,Воскресенье,2000
275,Гордость и предубеждение,28000000.0,266248,Франция,844000,129,38405088.0,драма,«Sometimes the last person on earth you want to be with is the one person you can't be without»,149182,7.979,Джо Райт,0+,2005-07-25,7.8,2005,10405088.0,7.889,Понедельник,2000
275,Гордость и предубеждение,28000000.0,266248,Франция,844000,129,38405088.0,мелодрама,«Sometimes the last person on earth you want to be with is the one person you can't be without»,149182,7.979,Джо Райт,0+,2005-07-25,7.8,2005,10405088.0,7.889,Понедельник,2000
275,Гордость и предубеждение,28000000.0,266248,Великобритания,844000,129,38405088.0,драма,«Sometimes the last person on earth you want to be with is the one person you can't be without»,149182,7.979,Джо Райт,0+,2005-07-25,7.8,2005,10405088.0,7.889,Понедельник,2000
275,Гордость и предубеждение,28000000.0,266248,Великобритания,844000,129,38405088.0,мелодрама,«Sometimes the last person on earth you want to be with is the one person you can't be without»,149182,7.979,Джо Райт,0+,2005-07-25,7.8,2005,10405088.0,7.889,Понедельник,2000
275,Гордость и предубеждение,28000000.0,266248,США,844000,129,38405088.0,драма,«Sometimes the last person on earth you want to be with is the one person you can't be without»,149182,7.979,Джо Райт,0+,2005-07-25,7.8,2005,10405088.0,7.889,Понедельник,2000
275,Гордость и предубеждение,28000000.0,266248,США,844000,129,38405088.0,мелодрама,«Sometimes the last person on earth you want to be with is the one person you can't be without»,149182,7.979,Джо Райт,0+,2005-07-25,7.8,2005,10405088.0,7.889,Понедельник,2000
280,Клик: С пультом по жизни,82500000.0,310519,США,2833000,107,137355633.0,комедия,"«Представьте, что у вас появился уникальный пульт... Которым можно изменить всю вашу жизнь?»",128445,7.061,Фрэнк Корачи,12+,2006-06-14,6.4,2006,54855633.0,6.731,Среда,2000
280,Клик: С пультом по жизни,82500000.0,310519,США,2833000,107,137355633.0,фантастика,"«Представьте, что у вас появился уникальный пульт... Которым можно изменить всю вашу жизнь?»",128445,7.061,Фрэнк Корачи,12+,2006-06-14,6.4,2006,54855633.0,6.731,Среда,2000
280,Клик: С пультом по жизни,82500000.0,310519,США,2833000,107,137355633.0,мелодрама,"«Представьте, что у вас появился уникальный пульт... Которым можно изменить всю вашу жизнь?»",128445,7.061,Фрэнк Корачи,12+,2006-06-14,6.4,2006,54855633.0,6.731,Среда,2000
280,Клик: С пультом по жизни,82500000.0,310519,США,2833000,107,137355633.0,драма,"«Представьте, что у вас появился уникальный пульт... Которым можно изменить всю вашу жизнь?»",128445,7.061,Фрэнк Корачи,12+,2006-06-14,6.4,2006,54855633.0,6.731,Среда,2000
284,Ночь в музее,110000000.0,320530,Великобритания,12988050,108,250863268.0,фэнтези,«Всё оживает»,155178,6.997,Шон Леви,12+,2006-12-17,6.4,2006,140863268.0,6.699,Воскресенье,2000
284,Ночь в музее,110000000.0,320530,Великобритания,12988050,108,250863268.0,комедия,«Всё оживает»,155178,6.997,Шон Леви,12+,2006-12-17,6.4,2006,140863268.0,6.699,Воскресенье,2000
284,Ночь в музее,110000000.0,320530,Великобритания,12988050,108,250863268.0,приключения,«Всё оживает»,155178,6.997,Шон Леви,12+,2006-12-17,6.4,2006,140863268.0,6.699,Воскресенье,2000
284,Ночь в музее,110000000.0,320530,Великобритания,12988050,108,250863268.0,семейный,«Всё оживает»,155178,6.997,Шон Леви,12+,2006-12-17,6.4,2006,140863268.0,6.699,Воскресенье,2000
285,Мост в Терабитию,17000000.0,145554,США,1820700,93,82272442.0,фэнтези,«Сказка становится реальностью»,142656,7.751,Габор Чупо,0+,2007-02-15,7.1,2006,65272442.0,7.425,Четверг,2000
285,Мост в Терабитию,17000000.0,145554,США,1820700,93,82272442.0,драма,«Сказка становится реальностью»,142656,7.751,Габор Чупо,0+,2007-02-15,7.1,2006,65272442.0,7.425,Четверг,2000
285,Мост в Терабитию,17000000.0,145554,США,1820700,93,82272442.0,приключения,«Сказка становится реальностью»,142656,7.751,Габор Чупо,0+,2007-02-15,7.1,2006,65272442.0,7.425,Четверг,2000
285,Мост в Терабитию,17000000.0,145554,США,1820700,93,82272442.0,семейный,«Сказка становится реальностью»,142656,7.751,Габор Чупо,0+,2007-02-15,7.1,2006,65272442.0,7.425,Четверг,2000
287,В погоне за счастьем,55000000.0,460056,США,436781,117,163566459.0,драма,"«Никому не позволяй говорить, будто ты чего-то не можешь... У тебя есть мечта - защищай её»",259562,8.244,Габриэле Муччино,12+,2006-12-15,8.0,2006,108566459.0,8.122,Пятница,2000
287,В погоне за счастьем,55000000.0,460056,США,436781,117,163566459.0,биография,"«Никому не позволяй говорить, будто ты чего-то не можешь... У тебя есть мечта - защищай её»",259562,8.244,Габриэле Муччино,12+,2006-12-15,8.0,2006,108566459.0,8.122,Пятница,2000
