Код фильма,Название фильма,Рейтинг эмоции,Эмоция,Жанр,Рейтинг фильма,rating
840,История рыцаря,5.5,Трогательный,Приключения,6.9,6.2
842,Плохие парни,8.0,Смешной,Комедия,6.9,7.45
842,Плохие парни,8.0,Смешной,Боевик,6.9,7.45
842,Плохие парни,8.0,Смешной,Триллер,6.9,7.45
842,Плохие парни,8.0,Смешной,Криминал,6.9,7.45
842,Плохие парни,5.5,Волнительный,Комедия,6.9,6.2
842,Плохие парни,5.5,Волнительный,Боевик,6.9,6.2
842,Плохие парни,5.5,Волнительный,Триллер,6.9,6.2
842,Плохие парни,5.5,Волнительный,Криминал,6.9,6.2
842,Плохие парни,5.4,Атмосферный,Комедия,6.9,6.15
842,Плохие парни,5.4,Атмосферный,Боевик,6.9,6.15
842,Плохие парни,5.4,Атмосферный,Триллер,6.9,6.15
842,Плохие парни,5.4,Атмосферный,Криминал,6.9,6.15
845,Ведьмы,6.7,Волнительный,Ужасы,6.9,6.800000000000001
845,Ведьмы,6.7,Волнительный,Семейный,6.9,6.800000000000001
845,Ведьмы,6.7,Волнительный,Приключения,6.9,6.800000000000001
845,Ведьмы,6.7,Волнительный,Фэнтези,6.9,6.800000000000001
845,Ведьмы,5.3,Добрый,Ужасы,6.9,6.1
845,Ведьмы,5.3,Добрый,Семейный,6.9,6.1
845,Ведьмы,5.3,Добрый,Приключения,6.9,6.1
845,Ведьмы,5.3,Добрый,Фэнтези,6.9,6.1
845,Ведьмы,5.1,Трогательный,Ужасы,6.9,6.0
845,Ведьмы,5.1,Трогательный,Семейный,6.9,6.0
845,Ведьмы,5.1,Трогательный,Приключения,6.9,6.0
845,Ведьмы,5.1,Трогательный,Фэнтези,6.9,6.0
846,Прямая и явная угроза,6.9,Волнительный,Драма,6.9,6.9
846,Прямая и явная угроза,6.9,Волнительный,Боевик,6.9,6.9
846,Прямая и явная угроза,6.9,Волнительный,Триллер,6.9,6.9
846,Прямая и явная угроза,6.4,Атмосферный,Драма,6.9,6.65
846,Прямая и явная угроза,6.4,Атмосферный,Боевик,6.9,6.65
846,Прямая и явная угроза,6.4,Атмосферный,Триллер,6.9,6.65
846,Прямая и явная угроза,5.8,Вдохновляющий,Драма,6.9,6.35
846,Прямая и явная угроза,5.8,Вдохновляющий,Боевик,6.9,6.35
846,Прямая и явная угроза,5.8,Вдохновляющий,Триллер,6.9,6.35
853,Игра Эндера,7.9,Атмосферный,Боевик,6.6,7.25
853,Игра Эндера,7.9,Атмосферный,Приключения,6.6,7.25
853,Игра Эндера,7.9,Атмосферный,Фантастика,6.6,7.25
853,Игра Эндера,5.8,Волнительный,Боевик,6.6,6.199999999999999
853,Игра Эндера,5.8,Волнительный,Приключения,6.6,6.199999999999999
853,Игра Эндера,5.8,Волнительный,Фантастика,6.6,6.199999999999999
853,Игра Эндера,5.7,Умный,Боевик,6.6,6.15
853,Игра Эндера,5.7,Умный,Приключения,6.6,6.15
853,Игра Эндера,5.7,Умный,Фантастика,6.6,6.15
856,Последний отпуск,8.1,Добрый,Драма,6.5,7.3
856,Последний отпуск,8.1,Добрый,Комедия,6.5,7.3
856,Последний отпуск,8.1,Добрый,Приключения,6.5,7.3
856,Последний отпуск,6.4,Романтичный,Драма,6.5,6.45
856,Последний отпуск,6.4,Романтичный,Комедия,6.5,6.45
856,Последний отпуск,6.4,Романтичный,Приключения,6.5,6.45
856,Последний отпуск,5.8,Вдохновляющий,Драма,6.5,6.15
856,Последний отпуск,5.8,Вдохновляющий,Комедия,6.5,6.15
856,Последний отпуск,5.8,Вдохновляющий,Приключения,6.5,6.15
857,Иллюзия обмана 2,7.3,Умный,Комедия,6.5,6.9
857,Иллюзия обмана 2,7.3,Умный,Боевик,6.5,6.9
857,Иллюзия обмана 2,7.3,Умный,Триллер,6.5,6.9
857,Иллюзия обмана 2,6.4,Атмосферный,Комедия,6.5,6.45
857,Иллюзия обмана 2,6.4,Атмосферный,Боевик,6.5,6.45
857,Иллюзия обмана 2,6.4,Атмосферный,Триллер,6.5,6.45
857,Иллюзия обмана 2,5.4,Вдохновляющий,Комедия,6.5,5.95
857,Иллюзия обмана 2,5.4,Вдохновляющий,Боевик,6.5,5.95
857,Иллюзия обмана 2,5.4,Вдохновляющий,Триллер,6.5,5.95
864,Не покидай...,7.8,Добрый,Комедия,7.9,7.85
864,Не покидай...,7.8,Добрый,Мелодрама,7.9,7.85
864,Не покидай...,7.8,Добрый,Семейный,7.9,7.85
864,Не покидай...,6.9,Атмосферный,Комедия,7.9,7.4
864,Не покидай...,6.9,Атмосферный,Мелодрама,7.9,7.4
864,Не покидай...,6.9,Атмосферный,Семейный,7.9,7.4
864,Не покидай...,6.8,Романтичный,Комедия,7.9,7.35
864,Не покидай...,6.8,Романтичный,Мелодрама,7.9,7.35
864,Не покидай...,6.8,Романтичный,Семейный,7.9,7.35
866,"Город, в котором меня нет",6.6,Волнительный,Триллер,6.4,6.5
866,"Город, в котором меня нет",6.6,Волнительный,Фэнтези,6.4,6.5
866,"Город, в котором меня нет",6.0,Трогательный,Триллер,6.4,6.2
866,"Город, в котором меня нет",6.0,Трогательный,Фэнтези,6.4,6.2
866,"Город, в котором меня нет",5.0,Добрый,Триллер,6.4,5.7
866,"Город, в котором меня нет",5.0,Добрый,Фэнтези,6.4,5.7
867,Энн из Зеленых крыш,8.1,Добрый,Драма,8.5,8.3
867,Энн из Зеленых крыш,8.1,Добрый,Семейный,8.5,8.3
867,Энн из Зеленых крыш,7.9,Трогательный,Драма,8.5,8.2
867,Энн из Зеленых крыш,7.9,Трогательный,Семейный,8.5,8.2
867,Энн из Зеленых крыш,6.6,Атмосферный,Драма,8.5,7.55
867,Энн из Зеленых крыш,6.6,Атмосферный,Семейный,8.5,7.55
876,Хатико: Самый верный друг,9.2,Трогательный,Драма,8.1,8.649999999999999
876,Хатико: Самый верный друг,9.2,Трогательный,Семейный,8.1,8.649999999999999
876,Хатико: Самый верный друг,7.5,Грустный,Драма,8.1,7.8
876,Хатико: Самый верный друг,7.5,Грустный,Семейный,8.1,7.8
876,Хатико: Самый верный друг,7.2,Добрый,Драма,8.1,7.65
876,Хатико: Самый верный друг,7.2,Добрый,Семейный,8.1,7.65
879,Верёвка,8.6,Волнительный,Триллер,8.0,8.3
879,Верёвка,8.6,Волнительный,Криминал,8.0,8.3
879,Верёвка,6.0,Атмосферный,Триллер,8.0,7.0
879,Верёвка,6.0,Атмосферный,Криминал,8.0,7.0
879,Верёвка,5.6,Умный,Триллер,8.0,6.8
879,Верёвка,5.6,Умный,Криминал,8.0,6.8
885,Идентификация Борна,7.9,Волнительный,Драма,7.9,7.9
885,Идентификация Борна,7.9,Волнительный,Боевик,7.9,7.9
885,Идентификация Борна,7.9,Волнительный,Триллер,7.9,7.9
885,Идентификация Борна,7.9,Волнительный,Детектив,7.9,7.9
885,Идентификация Борна,5.7,Атмосферный,Драма,7.9,6.800000000000001
885,Идентификация Борна,5.7,Атмосферный,Боевик,7.9,6.800000000000001
885,Идентификация Борна,5.7,Атмосферный,Триллер,7.9,6.800000000000001
885,Идентификация Борна,5.7,Атмосферный,Детектив,7.9,6.800000000000001
885,Идентификация Борна,4.9,Жестокий,Драма,7.9,6.4
885,Идентификация Борна,4.9,Жестокий,Боевик,7.9,6.4
885,Идентификация Борна,4.9,Жестокий,Триллер,7.9,6.4
885,Идентификация Борна,4.9,Жестокий,Детектив,7.9,6.4
886,Объединённая зона безопасности,6.0,Атмосферный,Драма,7.8,6.9
886,Объединённая зона безопасности,6.0,Атмосферный,Боевик,7.8,6.9
886,Объединённая зона безопасности,6.0,Атмосферный,Триллер,7.8,6.9
886,Объединённая зона безопасности,6.0,Атмосферный,Военный,7.8,6.9
886,Объединённая зона безопасности,5.9,Жестокий,Драма,7.8,6.85
886,Объединённая зона безопасности,5.9,Жестокий,Боевик,7.8,6.85
886,Объединённая зона безопасности,5.9,Жестокий,Триллер,7.8,6.85
886,Объединённая зона безопасности,5.9,Жестокий,Военный,7.8,6.85
886,Объединённая зона безопасности,5.6,Волнительный,Драма,7.8,6.699999999999999
886,Объединённая зона безопасности,5.6,Волнительный,Боевик,7.8,6.699999999999999
886,Объединённая зона безопасности,5.6,Волнительный,Триллер,7.8,6.699999999999999
886,Объединённая зона безопасности,5.6,Волнительный,Военный,7.8,6.699999999999999
895,Птицы,8.1,Волнительный,Ужасы,7.7,7.9
895,Птицы,6.5,Атмосферный,Ужасы,7.7,7.1
895,Птицы,5.5,Страшный,Ужасы,7.7,6.6
900,Мосты округа Мэдисон,7.5,Романтичный,Драма,7.6,7.55
900,Мосты округа Мэдисон,7.5,Романтичный,Мелодрама,7.6,7.55
900,Мосты округа Мэдисон,7.1,Трогательный,Драма,7.6,7.35
900,Мосты округа Мэдисон,7.1,Трогательный,Мелодрама,7.6,7.35
900,Мосты округа Мэдисон,5.9,Добрый,Драма,7.6,6.75
900,Мосты округа Мэдисон,5.9,Добрый,Мелодрама,7.6,6.75
906,Битлджюс,6.4,Странный,Комедия,7.5,6.95
906,Битлджюс,6.4,Странный,Фэнтези,7.5,6.95
906,Битлджюс,5.2,Смешной,Комедия,7.5,6.35
906,Битлджюс,5.2,Смешной,Фэнтези,7.5,6.35
906,Битлджюс,4.1,Волнительный,Комедия,7.5,5.8
906,Битлджюс,4.1,Волнительный,Фэнтези,7.5,5.8
918,Белый плен,8.4,Добрый,Драма,7.3,7.85
918,Белый плен,8.4,Добрый,Семейный,7.3,7.85
918,Белый плен,8.4,Добрый,Приключения,7.3,7.85
918,Белый плен,8.0,Трогательный,Драма,7.3,7.65
918,Белый плен,8.0,Трогательный,Семейный,7.3,7.65
918,Белый плен,8.0,Трогательный,Приключения,7.3,7.65
918,Белый плен,6.4,Волнительный,Драма,7.3,6.85
918,Белый плен,6.4,Волнительный,Семейный,7.3,6.85
918,Белый плен,6.4,Волнительный,Приключения,7.3,6.85
923,Спеши любить,8.7,Романтичный,Драма,7.3,8.0
923,Спеши любить,8.7,Романтичный,Мелодрама,7.3,8.0
923,Спеши любить,7.6,Трогательный,Драма,7.3,7.449999999999999
923,Спеши любить,7.6,Трогательный,Мелодрама,7.3,7.449999999999999
923,Спеши любить,6.3,Добрый,Драма,7.3,6.8
923,Спеши любить,6.3,Добрый,Мелодрама,7.3,6.8
924,Маленькие женщины,7.7,Добрый,Драма,7.3,7.5
924,Маленькие женщины,7.7,Добрый,Мелодрама,7.3,7.5
924,Маленькие женщины,6.9,Трогательный,Драма,7.3,7.1
924,Маленькие женщины,6.9,Трогательный,Мелодрама,7.3,7.1
924,Маленькие женщины,6.1,Вдохновляющий,Драма,7.3,6.699999999999999
924,Маленькие женщины,6.1,Вдохновляющий,Мелодрама,7.3,6.699999999999999
925,Кон-Тики,7.7,Волнительный,Приключения,7.2,7.45
925,Кон-Тики,7.7,Волнительный,История,7.2,7.45
925,Кон-Тики,6.4,Вдохновляющий,Приключения,7.2,6.800000000000001
925,Кон-Тики,6.4,Вдохновляющий,История,7.2,6.800000000000001
925,Кон-Тики,5.0,Атмосферный,Приключения,7.2,6.1
925,Кон-Тики,5.0,Атмосферный,История,7.2,6.1
939,РЭД,6.9,Смешной,Комедия,7.0,6.95
939,РЭД,6.9,Смешной,Боевик,7.0,6.95
939,РЭД,6.9,Смешной,Триллер,7.0,6.95
939,РЭД,6.9,Смешной,Криминал,7.0,6.95
939,РЭД,6.9,Смешной,Приключения,7.0,6.95
939,РЭД,6.1,Атмосферный,Комедия,7.0,6.55
939,РЭД,6.1,Атмосферный,Боевик,7.0,6.55
939,РЭД,6.1,Атмосферный,Триллер,7.0,6.55
939,РЭД,6.1,Атмосферный,Криминал,7.0,6.55
939,РЭД,6.1,Атмосферный,Приключения,7.0,6.55
939,РЭД,5.8,Волнительный,Комедия,7.0,6.4
939,РЭД,5.8,Волнительный,Боевик,7.0,6.4
939,РЭД,5.8,Волнительный,Триллер,7.0,6.4
939,РЭД,5.8,Волнительный,Криминал,7.0,6.4
939,РЭД,5.8,Волнительный,Приключения,7.0,6.4
941,Час пик,8.1,Смешной,Комедия,7.0,7.55
941,Час пик,8.1,Смешной,Боевик,7.0,7.55
941,Час пик,8.1,Смешной,Криминал,7.0,7.55
941,Час пик,6.7,Добрый,Комедия,7.0,6.85
941,Час пик,6.7,Добрый,Боевик,7.0,6.85
941,Час пик,6.7,Добрый,Криминал,7.0,6.85
941,Час пик,4.7,Атмосферный,Комедия,7.0,5.85
941,Час пик,4.7,Атмосферный,Боевик,7.0,5.85
941,Час пик,4.7,Атмосферный,Криминал,7.0,5.85
944,Признания опасного человека,7.3,Волнительный,Драма,7.0,7.15
944,Признания опасного человека,7.3,Волнительный,Комедия,7.0,7.15
944,Признания опасного человека,7.3,Волнительный,Мелодрама,7.0,7.15
944,Признания опасного человека,7.3,Волнительный,Триллер,7.0,7.15
944,Признания опасного человека,7.3,Волнительный,Криминал,7.0,7.15
944,Признания опасного человека,6.7,Атмосферный,Драма,7.0,6.85
944,Признания опасного человека,6.7,Атмосферный,Комедия,7.0,6.85
944,Признания опасного человека,6.7,Атмосферный,Мелодрама,7.0,6.85
944,Признания опасного человека,6.7,Атмосферный,Триллер,7.0,6.85
944,Признания опасного человека,6.7,Атмосферный,Криминал,7.0,6.85
944,Признания опасного человека,5.2,Вдохновляющий,Драма,7.0,6.1
944,Признания опасного человека,5.2,Вдохновляющий,Комедия,7.0,6.1
944,Признания опасного человека,5.2,Вдохновляющий,Мелодрама,7.0,6.1
944,Признания опасного человека,5.2,Вдохновляющий,Триллер,7.0,6.1
944,Признания опасного человека,5.2,Вдохновляющий,Криминал,7.0,6.1
948,Грязные танцы,8.9,Романтичный,Драма,7.0,7.95
948,Грязные танцы,8.9,Романтичный,Мелодрама,7.0,7.95
948,Грязные танцы,8.9,Романтичный,Музыка,7.0,7.95
948,Грязные танцы,7.1,Трогательный,Драма,7.0,7.05
948,Грязные танцы,7.1,Трогательный,Мелодрама,7.0,7.05
948,Грязные танцы,7.1,Трогательный,Музыка,7.0,7.05
948,Грязные танцы,5.9,Вдохновляющий,Драма,7.0,6.45
948,Грязные танцы,5.9,Вдохновляющий,Мелодрама,7.0,6.45
948,Грязные танцы,5.9,Вдохновляющий,Музыка,7.0,6.45
951,В сердце моря,7.5,Волнительный,Драма,6.9,7.2
951,В сердце моря,7.5,Волнительный,Боевик,6.9,7.2
951,В сердце моря,7.5,Волнительный,Триллер,6.9,7.2
951,В сердце моря,7.5,Волнительный,Приключения,6.9,7.2
951,В сердце моря,7.5,Волнительный,История,6.9,7.2
951,В сердце моря,6.2,Трогательный,Драма,6.9,6.550000000000001
951,В сердце моря,6.2,Трогательный,Боевик,6.9,6.550000000000001
951,В сердце моря,6.2,Трогательный,Триллер,6.9,6.550000000000001
951,В сердце моря,6.2,Трогательный,Приключения,6.9,6.550000000000001
951,В сердце моря,6.2,Трогательный,История,6.9,6.550000000000001
951,В сердце моря,5.8,Атмосферный,Драма,6.9,6.35
951,В сердце моря,5.8,Атмосферный,Боевик,6.9,6.35
951,В сердце моря,5.8,Атмосферный,Триллер,6.9,6.35
951,В сердце моря,5.8,Атмосферный,Приключения,6.9,6.35
951,В сердце моря,5.8,Атмосферный,История,6.9,6.35
952,"Хроники Нарнии: Лев, колдунья и волшебный шкаф",8.7,Добрый,Семейный,6.9,7.8
952,"Хроники Нарнии: Лев, колдунья и волшебный шкаф",8.7,Добрый,Приключения,6.9,7.8
952,"Хроники Нарнии: Лев, колдунья и волшебный шкаф",8.7,Добрый,Фэнтези,6.9,7.8
952,"Хроники Нарнии: Лев, колдунья и волшебный шкаф",6.3,Трогательный,Семейный,6.9,6.6
952,"Хроники Нарнии: Лев, колдунья и волшебный шкаф",6.3,Трогательный,Приключения,6.9,6.6
952,"Хроники Нарнии: Лев, колдунья и волшебный шкаф",6.3,Трогательный,Фэнтези,6.9,6.6
952,"Хроники Нарнии: Лев, колдунья и волшебный шкаф",5.5,Атмосферный,Семейный,6.9,6.2
952,"Хроники Нарнии: Лев, колдунья и волшебный шкаф",5.5,Атмосферный,Приключения,6.9,6.2
952,"Хроники Нарнии: Лев, колдунья и волшебный шкаф",5.5,Атмосферный,Фэнтези,6.9,6.2
959,Тихая гавань,8.7,Романтичный,Мелодрама,6.7,7.699999999999999
959,Тихая гавань,8.7,Романтичный,Триллер,6.7,7.699999999999999
959,Тихая гавань,7.3,Трогательный,Мелодрама,6.7,7.0
959,Тихая гавань,7.3,Трогательный,Триллер,6.7,7.0
959,Тихая гавань,5.8,Добрый,Мелодрама,6.7,6.25
959,Тихая гавань,5.8,Добрый,Триллер,6.7,6.25
961,Хроники Риддика,7.6,Атмосферный,Боевик,6.7,7.15
961,Хроники Риддика,7.6,Атмосферный,Фантастика,6.7,7.15
961,Хроники Риддика,5.8,Волнительный,Боевик,6.7,6.25
961,Хроники Риддика,5.8,Волнительный,Фантастика,6.7,6.25
961,Хроники Риддика,5.2,Жестокий,Боевик,6.7,5.95
961,Хроники Риддика,5.2,Жестокий,Фантастика,6.7,5.95
964,Код Да Винчи,8.3,Атмосферный,Триллер,6.6,7.45
964,Код Да Винчи,8.3,Атмосферный,Детектив,6.6,7.45
964,Код Да Винчи,7.6,Волнительный,Триллер,6.6,7.1
964,Код Да Винчи,7.6,Волнительный,Детектив,6.6,7.1
964,Код Да Винчи,7.4,Умный,Триллер,6.6,7.0
964,Код Да Винчи,7.4,Умный,Детектив,6.6,7.0
965,"Жизнь, как она есть",7.4,Добрый,Драма,6.5,6.95
965,"Жизнь, как она есть",7.4,Добрый,Комедия,6.5,6.95
965,"Жизнь, как она есть",7.4,Добрый,Мелодрама,6.5,6.95
965,"Жизнь, как она есть",5.9,Смешной,Драма,6.5,6.2
965,"Жизнь, как она есть",5.9,Смешной,Комедия,6.5,6.2
965,"Жизнь, как она есть",5.9,Смешной,Мелодрама,6.5,6.2
965,"Жизнь, как она есть",5.7,Романтичный,Драма,6.5,6.1
965,"Жизнь, как она есть",5.7,Романтичный,Комедия,6.5,6.1
965,"Жизнь, как она есть",5.7,Романтичный,Мелодрама,6.5,6.1
968,Блондинка в законе,7.4,Добрый,Комедия,6.4,6.9
968,Блондинка в законе,6.8,Смешной,Комедия,6.4,6.6
968,Блондинка в законе,5.3,Романтичный,Комедия,6.4,5.85
970,Анатомия любви,8.0,Романтичный,Драма,6.3,7.15
970,Анатомия любви,8.0,Романтичный,Мелодрама,6.3,7.15
970,Анатомия любви,6.7,Трогательный,Драма,6.3,6.5
970,Анатомия любви,6.7,Трогательный,Мелодрама,6.3,6.5
970,Анатомия любви,5.6,Чувственный,Драма,6.3,5.949999999999999
970,Анатомия любви,5.6,Чувственный,Мелодрама,6.3,5.949999999999999
971,Лёд,8.6,Романтичный,Драма,6.9,7.75
971,Лёд,8.6,Романтичный,Комедия,6.9,7.75
971,Лёд,8.6,Романтичный,Мелодрама,6.9,7.75
971,Лёд,6.7,Трогательный,Драма,6.9,6.800000000000001
971,Лёд,6.7,Трогательный,Комедия,6.9,6.800000000000001
971,Лёд,6.7,Трогательный,Мелодрама,6.9,6.800000000000001
971,Лёд,6.0,Добрый,Драма,6.9,6.45
971,Лёд,6.0,Добрый,Комедия,6.9,6.45
971,Лёд,6.0,Добрый,Мелодрама,6.9,6.45
981,Энн из Зеленых крыш: Продолжение,7.5,Романтичный,Драма,8.4,7.95
981,Энн из Зеленых крыш: Продолжение,7.5,Романтичный,Мелодрама,8.4,7.95
981,Энн из Зеленых крыш: Продолжение,7.5,Романтичный,Семейный,8.4,7.95
981,Энн из Зеленых крыш: Продолжение,7.2,Добрый,Драма,8.4,7.800000000000001
981,Энн из Зеленых крыш: Продолжение,7.2,Добрый,Мелодрама,8.4,7.800000000000001
981,Энн из Зеленых крыш: Продолжение,7.2,Добрый,Семейный,8.4,7.800000000000001
981,Энн из Зеленых крыш: Продолжение,6.4,Трогательный,Драма,8.4,7.4
981,Энн из Зеленых крыш: Продолжение,6.4,Трогательный,Мелодрама,8.4,7.4
981,Энн из Зеленых крыш: Продолжение,6.4,Трогательный,Семейный,8.4,7.4
984,Начало,8.6,Атмосферный,Боевик,8.8,8.7
984,Начало,8.6,Атмосферный,Приключения,8.8,8.7
984,Начало,8.6,Атмосферный,Фантастика,8.8,8.7
984,Начало,8.0,Умный,Боевик,8.8,8.4
984,Начало,8.0,Умный,Приключения,8.8,8.4
984,Начало,8.0,Умный,Фантастика,8.8,8.4
984,Начало,6.3,Волнительный,Боевик,8.8,7.550000000000001
984,Начало,6.3,Волнительный,Приключения,8.8,7.550000000000001
984,Начало,6.3,Волнительный,Фантастика,8.8,7.550000000000001
991,В случае убийства набирайте «М»,8.6,Волнительный,Триллер,8.2,8.399999999999999
991,В случае убийства набирайте «М»,8.6,Волнительный,Криминал,8.2,8.399999999999999
991,В случае убийства набирайте «М»,5.8,Умный,Триллер,8.2,7.0
991,В случае убийства набирайте «М»,5.8,Умный,Криминал,8.2,7.0
991,В случае убийства набирайте «М»,5.6,Атмосферный,Триллер,8.2,6.8999999999999995
991,В случае убийства набирайте «М»,5.6,Атмосферный,Криминал,8.2,6.8999999999999995
994,Третий человек,8.9,Волнительный,Триллер,8.1,8.5
994,Третий человек,8.9,Волнительный,Детектив,8.1,8.5
994,Третий человек,6.4,Атмосферный,Триллер,8.1,7.25
994,Третий человек,6.4,Атмосферный,Детектив,8.1,7.25
994,Третий человек,4.9,Умный,Триллер,8.1,6.5
994,Третий человек,4.9,Умный,Детектив,8.1,6.5
996,Один,7.0,Волнительный,Комедия,8.1,7.55
996,Один,7.0,Волнительный,Мелодрама,8.1,7.55
996,Один,7.0,Волнительный,Боевик,8.1,7.55
996,Один,6.6,Атмосферный,Комедия,8.1,7.35
996,Один,6.6,Атмосферный,Мелодрама,8.1,7.35
996,Один,6.6,Атмосферный,Боевик,8.1,7.35
996,Один,6.4,Умный,Комедия,8.1,7.25
996,Один,6.4,Умный,Мелодрама,8.1,7.25
996,Один,6.4,Умный,Боевик,8.1,7.25
998,Воин,7.6,Вдохновляющий,Драма,8.1,7.85
998,Воин,7.6,Вдохновляющий,Боевик,8.1,7.85
998,Воин,5.6,Волнительный,Драма,8.1,6.85
998,Воин,5.6,Волнительный,Боевик,8.1,6.85
998,Воин,5.2,Атмосферный,Драма,8.1,6.65
998,Воин,5.2,Атмосферный,Боевик,8.1,6.65
